,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.0,0.07130044571542217,0.23484848484848486,100,NG,dtw,500,1,NativeGuideCF'>
1,False,0.0,0.07422150646852196,0.2935606060606061,100,NG,dtw,500,1,NativeGuideCF'>
2,False,0.0,0.07372012554420355,0.2916666666666667,100,NG,dtw,500,1,NativeGuideCF'>
3,False,0.0,0.09024429315395441,0.35795454545454547,100,NG,dtw,500,1,NativeGuideCF'>
4,False,0.16666666666666666,0.12338928773158701,0.5303030303030303,100,NG,dtw,500,1,NativeGuideCF'>
5,False,0.0,0.12834298312752623,0.5833333333333334,100,NG,dtw,500,1,NativeGuideCF'>
6,False,0.16666666666666666,0.10986917950035512,0.4696969696969697,100,NG,dtw,500,1,NativeGuideCF'>
7,False,0.0,0.05988282859440339,0.21590909090909088,100,NG,dtw,500,1,NativeGuideCF'>
8,True,0.16666666666666666,0.14706353244901335,0.6534090909090909,100,NG,dtw,500,1,NativeGuideCF'>
9,True,0.5,0.19752101660872975,0.8560606060606062,100,NG,dtw,500,1,NativeGuideCF'>
10,False,0.0,0.13779762735578205,0.5909090909090909,100,NG,dtw,500,1,NativeGuideCF'>
11,False,0.16666666666666666,0.1558151320553134,0.7007575757575758,100,NG,dtw,500,1,NativeGuideCF'>
12,False,0.0,0.0700922548914246,0.28409090909090906,100,NG,dtw,500,1,NativeGuideCF'>
13,True,0.5,0.15313708010567506,0.634469696969697,100,NG,dtw,500,1,NativeGuideCF'>
14,False,0.16666666666666666,0.13768992329529725,0.6174242424242424,100,NG,dtw,500,1,NativeGuideCF'>
15,False,0.0,0.06604167911986865,0.25,100,NG,dtw,500,1,NativeGuideCF'>
16,False,0.0,0.12068379606535554,0.4621212121212121,100,NG,dtw,500,1,NativeGuideCF'>
17,False,0.16666666666666666,0.16319451485118955,0.7045454545454545,100,NG,dtw,500,1,NativeGuideCF'>
18,False,0.0,0.11705144407080247,0.4962121212121212,100,NG,dtw,500,1,NativeGuideCF'>
19,False,0.16666666666666666,0.1457352237119131,0.625,100,NG,dtw,500,1,NativeGuideCF'>
