,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.16666666666666666,0.1595745118975946,0.8257575757575758,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,False,0.0,0.15395916410595814,0.7462121212121213,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,True,0.3333333333333333,0.18521243100971582,0.8674242424242423,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,False,0.0,0.12165883213581416,0.49999999999999994,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,False,0.0,0.15769277053508654,0.7121212121212122,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,0.16666666666666666,0.12216756159013609,0.4810606060606061,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,True,0.16666666666666666,0.16215211152638717,0.7140151515151515,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,False,0.0,0.14311542535446456,0.6628787878787878,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,True,0.16666666666666666,0.15459776908921408,0.7026515151515151,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,False,0.3333333333333333,0.15529039926680044,0.696969696969697,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,0.0,0.11091187398134512,0.4242424242424242,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,False,0.0,0.0,0.26136363636363635,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,False,0.0,0.1313649923294163,0.5909090909090909,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,0.3333333333333333,0.15734943824563272,0.696969696969697,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,False,0.16666666666666666,0.14538849599479076,0.6515151515151515,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,False,0.0,0.12077193705244268,0.5265151515151516,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,False,0.3333333333333333,0.17284758683060633,0.7348484848484848,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,False,0.0,0.15651734091373942,0.7537878787878787,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,False,0.3333333333333333,0.15219624162960269,0.7424242424242424,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,False,0.0,0.12686254462218866,0.49242424242424243,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
