,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,True,0.35714285714285715,0.3482472672864573,0.701388888888889,100,NG,dtw,500,1,NativeGuideCF'>
1,False,0.07142857142857142,0.22038452601901365,0.36607142857142855,100,NG,dtw,500,1,NativeGuideCF'>
2,False,0.14285714285714285,0.19041934650033632,0.2896825396825397,100,NG,dtw,500,1,NativeGuideCF'>
3,False,0.0,0.157126600156431,0.21626984126984122,100,NG,dtw,500,1,NativeGuideCF'>
4,False,0.07142857142857142,0.2062602390491123,0.310515873015873,100,NG,dtw,500,1,NativeGuideCF'>
5,False,0.0,0.21858931946360008,0.373015873015873,100,NG,dtw,500,1,NativeGuideCF'>
6,False,0.21428571428571427,0.2280494543329451,0.3670634920634921,100,NG,dtw,500,1,NativeGuideCF'>
7,True,0.5714285714285714,0.40165157322983686,0.7857142857142857,100,NG,dtw,500,1,NativeGuideCF'>
8,False,0.14285714285714285,0.18818172862122687,0.28472222222222227,100,NG,dtw,500,1,NativeGuideCF'>
9,False,0.14285714285714285,0.20045888370661255,0.30952380952380953,100,NG,dtw,500,1,NativeGuideCF'>
10,False,0.5714285714285714,0.3973915766019727,0.820436507936508,100,NG,dtw,500,1,NativeGuideCF'>
11,False,0.07142857142857142,0.1993265128964519,0.30952380952380953,100,NG,dtw,500,1,NativeGuideCF'>
12,True,0.6428571428571429,0.3969104341247884,0.8402777777777778,100,NG,dtw,500,1,NativeGuideCF'>
13,True,0.5,0.3670521640386138,0.7718253968253967,100,NG,dtw,500,1,NativeGuideCF'>
14,False,0.21428571428571427,0.28707213395272,0.5079365079365079,100,NG,dtw,500,1,NativeGuideCF'>
15,False,0.42857142857142855,0.3159258894114627,0.6031746031746031,100,NG,dtw,500,1,NativeGuideCF'>
16,False,0.14285714285714285,0.20969588081164972,0.2996031746031746,100,NG,dtw,500,1,NativeGuideCF'>
17,False,0.07142857142857142,0.20343309639928916,0.25595238095238093,100,NG,dtw,500,1,NativeGuideCF'>
18,False,0.14285714285714285,0.24087110057234956,0.4027777777777778,100,NG,dtw,500,1,NativeGuideCF'>
19,True,0.35714285714285715,0.3144536147833835,0.5773809523809523,100,NG,dtw,500,1,NativeGuideCF'>
