,Pointing,Relevance Rank,Relevance Mass,AuC,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
2,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
13,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
15,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,0.0,0.0,0.4431818181818182,1000,random,uniform,Lime,10,1,LEFTIST'>
