,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.2857142857142857,0.29620232024200976,0.5535714285714286,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,False,0.14285714285714285,0.2653697724666719,0.43452380952380953,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,0.21428571428571427,0.2670217603698375,0.46031746031746035,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,False,0.14285714285714285,0.23540631498591186,0.34722222222222227,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,False,0.0,0.2282617807861751,0.29960317460317465,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,0.07142857142857142,0.22245280976460302,0.3253968253968254,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,True,0.5714285714285714,0.39621260819528875,0.7857142857142858,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,False,0.21428571428571427,0.2776511625074262,0.47619047619047616,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,False,0.2857142857142857,0.29924415014844025,0.5496031746031745,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,False,0.0,0.1190098177140592,0.14087301587301587,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,0.21428571428571427,0.32009165226435954,0.5892857142857142,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,True,0.5714285714285714,0.35314433864248734,0.7123015873015873,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,False,0.2857142857142857,0.30902866264351925,0.5813492063492063,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,0.2857142857142857,0.28902247114701185,0.5426587301587302,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,True,0.6428571428571429,0.40713584382161,0.8373015873015873,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,False,0.07142857142857142,0.15887996157108222,0.2361111111111111,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,False,0.14285714285714285,0.141552684580965,0.4682539682539683,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,False,0.14285714285714285,0.23312656417144936,0.3353174603174603,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,True,0.21428571428571427,0.2656987187860638,0.4702380952380952,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,False,0.21428571428571427,0.2466202949061288,0.39087301587301587,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
