,Pointing,Relevance Rank,Relevance Mass,AuC,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.0,0.0,0.4431818181818182,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,True,0.16666666666666666,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,0.0,0.0,0.4431818181818182,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,0.0,0.0,0.4431818181818182,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,0.0,0.0,0.4431818181818182,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,True,0.5,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,True,0.0,0.6,0.2727272727272727,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,0.0,0.0,0.4431818181818182,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,True,0.3333333333333333,-0.0,0.5568181818181819,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,0.0,0.0,0.4431818181818182,1000,random,uniform,SHAP,10,1,LEFTIST'>
