,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,,,,,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
