,Pointing,Relevance Rank,Relevance Mass,AuC,method,tsr,explanation
0,True,0.5714285714285714,0.8940245650471041,0.6706349206349207,DLS,True,Saliency_PTY'>
1,False,0.5714285714285714,0.7587827347410702,0.6626984126984127,DLS,True,Saliency_PTY'>
2,True,0.5,0.7650029654664107,0.6716269841269842,DLS,True,Saliency_PTY'>
3,True,0.5714285714285714,0.8982985225512683,0.7192460317460317,DLS,True,Saliency_PTY'>
4,True,0.5714285714285714,0.8428073313683595,0.7093253968253967,DLS,True,Saliency_PTY'>
5,True,0.6428571428571429,0.9844670587203415,0.7371031746031746,DLS,True,Saliency_PTY'>
6,True,0.6428571428571429,0.8296989268072085,0.7311507936507936,DLS,True,Saliency_PTY'>
7,True,0.5714285714285714,0.7842458957775537,0.6666666666666666,DLS,True,Saliency_PTY'>
8,True,0.6428571428571429,0.971361619978498,0.7371031746031746,DLS,True,Saliency_PTY'>
9,True,0.6428571428571429,0.9759847516098124,0.7371031746031746,DLS,True,Saliency_PTY'>
10,True,0.6428571428571429,0.956605101970858,0.7311507936507937,DLS,True,Saliency_PTY'>
11,True,0.5714285714285714,0.8542560342746016,0.6686507936507936,DLS,True,Saliency_PTY'>
12,True,0.6428571428571429,0.8812929868573748,0.7212301587301587,DLS,True,Saliency_PTY'>
13,True,0.6428571428571429,0.9645242618422434,0.7371031746031746,DLS,True,Saliency_PTY'>
14,True,0.5714285714285714,0.8865052774100652,0.7232142857142856,DLS,True,Saliency_PTY'>
15,True,0.6428571428571429,0.9810313194724924,0.7351190476190477,DLS,True,Saliency_PTY'>
16,True,0.6428571428571429,0.9687160866777069,0.7311507936507937,DLS,True,Saliency_PTY'>
17,True,0.5,0.8400985251034507,0.6875,DLS,True,Saliency_PTY'>
18,True,0.6428571428571429,0.9798592388393411,0.7371031746031746,DLS,True,Saliency_PTY'>
19,True,0.5714285714285714,0.8670669445504505,0.6706349206349207,DLS,True,Saliency_PTY'>
