,Pointing,Relevance Rank,Relevance Mass,AuC,method,tsr,explanation
0,False,0.0,0.04772196421899688,0.32386363636363635,GS,True,Saliency_PTY'>
1,False,0.16666666666666666,0.17403960433675142,0.6174242424242424,GS,True,Saliency_PTY'>
2,False,0.3333333333333333,0.1453365083317701,0.5852272727272727,GS,True,Saliency_PTY'>
3,False,0.0,0.0,0.20454545454545453,GS,True,Saliency_PTY'>
4,False,0.0,0.08969180503888156,0.4053030303030303,GS,True,Saliency_PTY'>
5,False,0.16666666666666666,0.07275979171726579,0.38257575757575757,GS,True,Saliency_PTY'>
6,False,0.0,0.05053718597622346,0.32386363636363635,GS,True,Saliency_PTY'>
7,False,0.0,0.052133681544500605,0.3181818181818182,GS,True,Saliency_PTY'>
8,True,0.16666666666666666,0.14819412322706196,0.5795454545454545,GS,True,Saliency_PTY'>
9,False,0.0,0.0,0.20454545454545453,GS,True,Saliency_PTY'>
10,False,0.16666666666666666,0.16424485170095446,0.5984848484848484,GS,True,Saliency_PTY'>
11,False,0.16666666666666666,0.07393014885190534,0.3977272727272727,GS,True,Saliency_PTY'>
12,True,0.5,0.21590526001569613,0.6931818181818181,GS,True,Saliency_PTY'>
13,False,0.16666666666666666,0.07649303075549906,0.3428030303030303,GS,True,Saliency_PTY'>
14,False,0.0,0.07823957613648823,0.39015151515151514,GS,True,Saliency_PTY'>
15,False,0.16666666666666666,0.1387654754542538,0.5284090909090909,GS,True,Saliency_PTY'>
16,False,0.0,0.01792243727811619,0.2556818181818182,GS,True,Saliency_PTY'>
17,False,0.16666666666666666,0.1539167723006027,0.6306818181818182,GS,True,Saliency_PTY'>
18,False,0.0,0.08860872115758024,0.4337121212121212,GS,True,Saliency_PTY'>
19,False,0.16666666666666666,0.09670774509439464,0.4242424242424242,GS,True,Saliency_PTY'>
