,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.5,0.3535407959641238,0.7757936507936508,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,True,0.14285714285714285,0.2672318678813105,0.44841269841269843,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,0.2857142857142857,0.34340603378058115,0.6666666666666666,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,True,0.7142857142857143,0.35466902454415444,0.875,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,False,0.07142857142857142,0.05307062900313293,0.14087301587301584,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,0.35714285714285715,0.3473082876134005,0.7817460317460317,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,False,0.14285714285714285,0.27506674088334543,0.4275793650793651,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,True,0.42857142857142855,0.36400731273267184,0.8293650793650793,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,True,0.6428571428571429,0.3767466187720883,0.8948412698412699,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,True,0.6428571428571429,0.38274249719116327,0.8670634920634921,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,0.42857142857142855,0.34145543740602124,0.7579365079365079,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,True,0.42857142857142855,0.34724011836331414,0.7351190476190477,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,False,0.07142857142857142,0.31329704300691147,0.5595238095238095,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,0.35714285714285715,0.33200497332810924,0.7440476190476191,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,False,0.2857142857142857,0.3404697903710259,0.6805555555555556,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,True,0.5714285714285714,0.3459334508016179,0.8015873015873016,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,True,0.42857142857142855,0.3469581288802857,0.7956349206349206,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,False,0.07142857142857142,0.24249035336184566,0.3392857142857143,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,False,0.2857142857142857,0.35039627401132073,0.6448412698412698,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,False,0.5714285714285714,0.35845783028688283,0.8075396825396826,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
