,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.14285714285714285,0.22265175983599203,0.3551587301587301,100,NG,dtw,500,1,NativeGuideCF'>
1,False,0.07142857142857142,0.24716424032959233,0.3849206349206349,100,NG,dtw,500,1,NativeGuideCF'>
2,False,0.0,0.15640346122258503,0.2023809523809524,100,NG,dtw,500,1,NativeGuideCF'>
3,True,0.5,0.3754015536544023,0.7718253968253969,100,NG,dtw,500,1,NativeGuideCF'>
4,False,0.07142857142857142,0.17011028137870246,0.2896825396825397,100,NG,dtw,500,1,NativeGuideCF'>
5,False,0.42857142857142855,0.35139626058742096,0.7023809523809523,100,NG,dtw,500,1,NativeGuideCF'>
6,False,0.42857142857142855,0.31276194078009156,0.5853174603174603,100,NG,dtw,500,1,NativeGuideCF'>
7,True,0.35714285714285715,0.3517504900793535,0.7142857142857143,100,NG,dtw,500,1,NativeGuideCF'>
8,False,0.21428571428571427,0.23617413365120676,0.4176587301587302,100,NG,dtw,500,1,NativeGuideCF'>
9,True,0.42857142857142855,0.35808458906516943,0.6964285714285714,100,NG,dtw,500,1,NativeGuideCF'>
10,True,0.42857142857142855,0.37308970230956845,0.7490079365079365,100,NG,dtw,500,1,NativeGuideCF'>
11,False,0.35714285714285715,0.3183962236533653,0.6349206349206349,100,NG,dtw,500,1,NativeGuideCF'>
12,False,0.14285714285714285,0.260006581292908,0.4533730158730159,100,NG,dtw,500,1,NativeGuideCF'>
13,False,0.07142857142857142,0.18089972707440222,0.19841269841269837,100,NG,dtw,500,1,NativeGuideCF'>
14,True,0.5,0.38628972194307226,0.8115079365079365,100,NG,dtw,500,1,NativeGuideCF'>
15,False,0.35714285714285715,0.3050524792801803,0.5813492063492063,100,NG,dtw,500,1,NativeGuideCF'>
16,False,0.07142857142857142,0.21273393529543563,0.36309523809523814,100,NG,dtw,500,1,NativeGuideCF'>
17,False,0.2857142857142857,0.3065203663703145,0.5674603174603174,100,NG,dtw,500,1,NativeGuideCF'>
18,True,0.5,0.33098863176145227,0.6557539682539683,100,NG,dtw,500,1,NativeGuideCF'>
19,False,0.07142857142857142,0.1737043833017874,0.2936507936507936,100,NG,dtw,500,1,NativeGuideCF'>
