,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,True,0.16666666666666666,0.1496302268674752,0.6761363636363636,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,False,0.0,0.1047252152113646,0.3977272727272727,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,0.0,0.13222432990113092,0.6022727272727273,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,False,0.0,0.12088166970685814,0.5189393939393939,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,False,0.0,0.05329232694233711,0.15909090909090912,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,0.0,0.04277309021756398,0.19696969696969696,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,False,0.0,0.13227654065101596,0.6022727272727273,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,False,0.0,0.11043740406768356,0.5075757575757576,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,False,0.0,0.07160281344091639,0.2765151515151515,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,False,0.0,0.1286526726726936,0.5643939393939394,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,0.0,0.10124448802139825,0.44696969696969696,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,False,0.0,0.07257561752651553,0.24242424242424243,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,False,0.0,0.05865768966732218,0.28030303030303033,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,0.0,0.020942919789097163,0.11742424242424243,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,False,0.0,0.06735328859487923,0.2954545454545454,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,False,0.0,0.11149495221600028,0.4772727272727273,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,True,0.5,0.17927097839694106,0.9185606060606061,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,False,0.0,0.07528957681087552,0.3636363636363636,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,False,0.0,0.07291891412204085,0.36742424242424243,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,False,0.0,0.10830316396797217,0.5151515151515151,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
