,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.7,0.6402472025191607,0.6433333333333333,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,True,0.4,0.4330368267657941,0.2633333333333333,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,0.4666666666666667,0.48311644535671694,0.25000000000000006,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,True,0.8333333333333334,0.7162583434333918,0.8266666666666668,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,True,0.5666666666666667,0.591347353850373,0.44,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,True,0.6666666666666666,0.6135202571296973,0.5508333333333334,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,True,0.8,0.6987479623318122,0.7591666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,True,0.9333333333333333,0.6886238297111058,0.9383333333333334,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,True,0.6666666666666666,0.6541766934715924,0.7133333333333333,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,False,0.5333333333333333,0.5301496574711915,0.3716666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,True,0.7666666666666667,0.654340748263703,0.7666666666666668,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,True,0.6666666666666666,0.6203107718613914,0.5541666666666666,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,False,0.5333333333333333,0.5511150128400247,0.44499999999999995,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,True,0.6333333333333333,0.6330830405015829,0.5716666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,False,0.5666666666666667,0.5577956965185881,0.3983333333333333,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,True,0.6,0.607285976076109,0.5108333333333335,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,False,0.7333333333333333,0.6287121812206562,0.5833333333333334,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,True,0.7666666666666667,0.6400830316764088,0.695,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,False,0.6,0.5772273234413976,0.4533333333333333,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,False,0.5,0.5553049316699175,0.3683333333333334,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
