,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,True,0.16666666666666666,0.17069225204854058,0.7481060606060607,100,NG,dtw,500,1,NativeGuideCF'>
1,False,0.16666666666666666,0.16127309020528302,0.7045454545454545,100,NG,dtw,500,1,NativeGuideCF'>
2,True,0.3333333333333333,0.20048282382948743,0.8825757575757576,100,NG,dtw,500,1,NativeGuideCF'>
3,True,0.16666666666666666,0.18754587815058285,0.7935606060606061,100,NG,dtw,500,1,NativeGuideCF'>
4,False,0.0,0.05148750405372708,0.1477272727272727,100,NG,dtw,500,1,NativeGuideCF'>
5,False,0.0,0.049282732627150924,0.23106060606060608,100,NG,dtw,500,1,NativeGuideCF'>
6,True,0.3333333333333333,0.17856262023280728,0.8238636363636364,100,NG,dtw,500,1,NativeGuideCF'>
7,False,0.16666666666666666,0.16845453436092458,0.7954545454545455,100,NG,dtw,500,1,NativeGuideCF'>
8,False,0.0,0.06105441268048069,0.22348484848484848,100,NG,dtw,500,1,NativeGuideCF'>
9,False,0.3333333333333333,0.19236007596729915,0.8465909090909091,100,NG,dtw,500,1,NativeGuideCF'>
10,False,0.0,0.07501833034221939,0.31818181818181823,100,NG,dtw,500,1,NativeGuideCF'>
11,False,0.0,0.05087725435538176,0.17045454545454547,100,NG,dtw,500,1,NativeGuideCF'>
12,False,0.0,0.04897473888135785,0.17424242424242423,100,NG,dtw,500,1,NativeGuideCF'>
13,False,0.0,0.057254298187206454,0.2310606060606061,100,NG,dtw,500,1,NativeGuideCF'>
14,False,0.0,0.061028823721889607,0.23106060606060605,100,NG,dtw,500,1,NativeGuideCF'>
15,False,0.0,0.07240057629223108,0.21969696969696967,100,NG,dtw,500,1,NativeGuideCF'>
16,False,0.16666666666666666,0.16973621073434725,0.7840909090909092,100,NG,dtw,500,1,NativeGuideCF'>
17,False,0.0,0.05131110616727094,0.15719696969696972,100,NG,dtw,500,1,NativeGuideCF'>
18,False,0.0,0.0604030037120512,0.23674242424242425,100,NG,dtw,500,1,NativeGuideCF'>
19,False,0.16666666666666666,0.1818003453249795,0.8162878787878788,100,NG,dtw,500,1,NativeGuideCF'>
