,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,False,0.3333333333333333,0.13748989143290985,0.571969696969697,mutate_both,100,TSEvo'>
1,False,0.16666666666666666,0.1770979133486722,0.8200757575757576,mutate_both,100,TSEvo'>
2,False,0.0,0.10916899208153773,0.41287878787878785,mutate_both,100,TSEvo'>
3,False,0.0,0.11438368246097608,0.5037878787878788,mutate_both,100,TSEvo'>
4,False,0.16666666666666666,0.12512812824322941,0.5378787878787878,mutate_both,100,TSEvo'>
5,False,0.0,0.06881052592683502,0.25,mutate_both,100,TSEvo'>
6,True,0.16666666666666666,0.14781604865885467,0.7613636363636364,mutate_both,100,TSEvo'>
7,False,0.16666666666666666,0.12399412253322366,0.5,mutate_both,100,TSEvo'>
8,True,0.16666666666666666,0.16741257651311944,0.7253787878787878,mutate_both,100,TSEvo'>
9,False,0.0,0.11469977842148193,0.4734848484848485,mutate_both,100,TSEvo'>
10,False,0.0,0.06891000381285695,0.30681818181818177,mutate_both,100,TSEvo'>
11,False,0.0,0.07669698037395861,0.28409090909090906,mutate_both,100,TSEvo'>
12,False,0.0,0.09119128084352321,0.3731060606060606,mutate_both,100,TSEvo'>
13,False,0.16666666666666666,0.17099102785584427,0.8068181818181819,mutate_both,100,TSEvo'>
14,False,0.16666666666666666,0.19317534723265933,0.8181818181818182,mutate_both,100,TSEvo'>
15,False,0.0,0.11973419146701235,0.5303030303030303,mutate_both,100,TSEvo'>
16,True,0.16666666666666666,0.1165562708442289,0.47159090909090906,mutate_both,100,TSEvo'>
17,False,0.0,0.1239956331701186,0.5606060606060607,mutate_both,100,TSEvo'>
18,False,0.16666666666666666,0.16875313062208444,0.8522727272727272,mutate_both,100,TSEvo'>
19,True,0.16666666666666666,0.13379286937265603,0.5454545454545454,mutate_both,100,TSEvo'>
