,Pointing,Relevance Rank,Relevance Mass,AuC,method,tsr,explanation
0,False,0.16666666666666666,0.17332744004256515,0.7234848484848485,DL,False,Saliency_PTY'>
1,True,0.8333333333333334,0.6015330899684221,0.9886363636363636,DL,False,Saliency_PTY'>
2,True,0.5,0.5932681155674718,0.9318181818181819,DL,False,Saliency_PTY'>
3,False,0.3333333333333333,0.1654229795601665,0.6363636363636364,DL,False,Saliency_PTY'>
4,True,0.5,0.4777174427806896,0.8863636363636364,DL,False,Saliency_PTY'>
5,True,0.16666666666666666,0.21665363422082626,0.5984848484848485,DL,False,Saliency_PTY'>
6,True,0.3333333333333333,0.32140616343047845,0.803030303030303,DL,False,Saliency_PTY'>
7,True,0.16666666666666666,0.21611740332093046,0.7083333333333334,DL,False,Saliency_PTY'>
8,True,0.6666666666666666,0.7001012959162152,0.9242424242424243,DL,False,Saliency_PTY'>
9,True,0.8333333333333334,0.6209951654071346,0.9810606060606061,DL,False,Saliency_PTY'>
10,False,0.3333333333333333,0.24997963837734885,0.6553030303030303,DL,False,Saliency_PTY'>
11,True,0.6666666666666666,0.4415807886495609,0.8674242424242424,DL,False,Saliency_PTY'>
12,False,0.0,0.07479895366970246,0.4696969696969697,DL,False,Saliency_PTY'>
13,True,0.6666666666666666,0.6707552209973234,0.9848484848484849,DL,False,Saliency_PTY'>
14,True,0.5,0.3195960018475219,0.7727272727272727,DL,False,Saliency_PTY'>
15,True,0.5,0.6151048378315684,0.9204545454545454,DL,False,Saliency_PTY'>
16,True,0.6666666666666666,0.41475848420605366,0.7537878787878788,DL,False,Saliency_PTY'>
17,True,0.6666666666666666,0.5549674863247127,0.8371212121212122,DL,False,Saliency_PTY'>
18,True,0.8333333333333334,0.7807038373496014,0.9924242424242424,DL,False,Saliency_PTY'>
19,True,0.6666666666666666,0.5253800218654405,0.9393939393939393,DL,False,Saliency_PTY'>
