,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,True,0.6428571428571429,0.4111891229490012,0.8918650793650794,100,NG,dtw,500,1,NativeGuideCF'>
1,False,0.0,0.1240247131098799,0.1111111111111111,100,NG,dtw,500,1,NativeGuideCF'>
2,False,0.0,0.13740458265723846,0.06944444444444445,100,NG,dtw,500,1,NativeGuideCF'>
3,True,0.42857142857142855,0.35067179667118104,0.7242063492063493,100,NG,dtw,500,1,NativeGuideCF'>
4,False,0.0,0.10201686292572781,0.1111111111111111,100,NG,dtw,500,1,NativeGuideCF'>
5,True,0.42857142857142855,0.3702973627027953,0.7956349206349206,100,NG,dtw,500,1,NativeGuideCF'>
6,False,0.0,0.13409704249624851,0.18452380952380953,100,NG,dtw,500,1,NativeGuideCF'>
7,False,0.6428571428571429,0.3877314069727701,0.8293650793650794,100,NG,dtw,500,1,NativeGuideCF'>
8,True,0.6428571428571429,0.40667724576274444,0.878968253968254,100,NG,dtw,500,1,NativeGuideCF'>
9,False,0.5714285714285714,0.38929050493007067,0.8333333333333333,100,NG,dtw,500,1,NativeGuideCF'>
10,False,0.42857142857142855,0.35430477280515627,0.7321428571428572,100,NG,dtw,500,1,NativeGuideCF'>
11,True,0.42857142857142855,0.38092176011937173,0.7996031746031746,100,NG,dtw,500,1,NativeGuideCF'>
12,False,0.07142857142857142,0.16570022304159385,0.2757936507936508,100,NG,dtw,500,1,NativeGuideCF'>
13,False,0.35714285714285715,0.34572686936287256,0.7281746031746031,100,NG,dtw,500,1,NativeGuideCF'>
14,False,0.5,0.33947724527812023,0.7301587301587301,100,NG,dtw,500,1,NativeGuideCF'>
15,False,0.35714285714285715,0.36102986641570095,0.7559523809523809,100,NG,dtw,500,1,NativeGuideCF'>
16,True,0.5714285714285714,0.3560546554088953,0.7708333333333334,100,NG,dtw,500,1,NativeGuideCF'>
17,False,0.0,0.09003844689472933,0.10714285714285718,100,NG,dtw,500,1,NativeGuideCF'>
18,False,0.0,0.12589235722809722,0.1736111111111111,100,NG,dtw,500,1,NativeGuideCF'>
19,True,0.5714285714285714,0.385871334000173,0.8452380952380952,100,NG,dtw,500,1,NativeGuideCF'>
