,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.0,0.09130027586205602,0.3484848484848485,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,False,0.0,0.054280628724739016,0.23106060606060608,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,0.0,0.10350959406285785,0.4356060606060606,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,False,0.0,0.11679295408647701,0.5,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,False,0.16666666666666666,0.16718764168212397,0.6893939393939394,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,0.16666666666666666,0.1433765633701638,0.6212121212121212,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,False,0.0,0.02695926093658931,0.12121212121212122,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,False,0.0,0.14075216782346536,0.6022727272727273,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,False,0.0,0.06218497739478021,0.25946969696969696,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,False,0.0,0.11756009616130114,0.5075757575757576,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,0.0,0.0899744932823339,0.3693181818181819,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,False,0.16666666666666666,0.11289367514896345,0.5,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,True,0.3333333333333333,0.1631896713114727,0.6875,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,0.0,0.13349155520049263,0.5795454545454546,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,False,0.0,0.10556990963043597,0.42045454545454547,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,False,0.0,0.09170588815394065,0.375,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,False,0.16666666666666666,0.15414387455968984,0.6553030303030303,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,False,0.0,0.0979522205766741,0.40151515151515155,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,True,0.16666666666666666,0.10136692146373641,0.42045454545454547,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,True,0.16666666666666666,0.1590864264050779,0.6761363636363636,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
