,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,True,0.7666666666666667,0.6764622187433607,0.6983333333333334,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,True,0.7666666666666667,0.6981099188581449,0.7366666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,0.5666666666666667,0.6105591124822337,0.5175,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,True,0.7333333333333333,0.6685821937692035,0.7116666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,True,0.6333333333333333,0.6326046178806437,0.5966666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,0.6666666666666666,0.5851490772761406,0.46166666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,False,0.5,0.47775648246405766,0.30833333333333335,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,True,0.6,0.6133017607222521,0.5166666666666666,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,False,0.5666666666666667,0.43687979425598056,0.35583333333333333,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,True,0.7333333333333333,0.651455818486928,0.6758333333333334,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,0.7666666666666667,0.6559034777763932,0.7066666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,True,0.7333333333333333,0.6634575500421387,0.6708333333333333,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,True,0.7,0.6543876203909607,0.6791666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,0.6,0.6110926236137374,0.49666666666666676,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,True,0.6,0.5801848824248943,0.45833333333333337,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,True,0.7,0.6463167739989256,0.6749999999999999,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,True,0.5666666666666667,0.5589974448311215,0.41500000000000004,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,True,0.6333333333333333,0.6178680130110941,0.5533333333333333,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,False,0.7333333333333333,0.6782386301316335,0.6916666666666667,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,True,0.8333333333333334,0.6751216854293719,0.8233333333333334,100,dtw_bary_center,dtw,500,1,NativeGuideCF'>
