,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,True,0.8,0.7224760158087092,0.8191666666666666,100,NG,dtw,500,1,NativeGuideCF'>
1,False,0.4,0.394344557851641,0.1266666666666667,100,NG,dtw,500,1,NativeGuideCF'>
2,False,0.43333333333333335,0.3490745068871495,0.12083333333333335,100,NG,dtw,500,1,NativeGuideCF'>
3,True,0.8333333333333334,0.7392142669115642,0.8633333333333334,100,NG,dtw,500,1,NativeGuideCF'>
4,False,0.43333333333333335,0.381710528098432,0.19166666666666668,100,NG,dtw,500,1,NativeGuideCF'>
5,False,0.4,0.39100587363681927,0.14,100,NG,dtw,500,1,NativeGuideCF'>
6,True,0.8,0.7252015594479863,0.8233333333333334,100,NG,dtw,500,1,NativeGuideCF'>
7,True,0.7666666666666667,0.6859383102694705,0.79,100,NG,dtw,500,1,NativeGuideCF'>
8,True,0.8,0.7224855640346798,0.8183333333333334,100,NG,dtw,500,1,NativeGuideCF'>
9,False,0.4,0.3620167526762648,0.11583333333333336,100,NG,dtw,500,1,NativeGuideCF'>
10,True,0.8333333333333334,0.7081301695803207,0.8716666666666667,100,NG,dtw,500,1,NativeGuideCF'>
11,False,0.43333333333333335,0.4294656952833562,0.18333333333333335,100,NG,dtw,500,1,NativeGuideCF'>
12,False,0.43333333333333335,0.42499149823562904,0.22166666666666668,100,NG,dtw,500,1,NativeGuideCF'>
13,False,0.43333333333333335,0.3582007559972944,0.16833333333333333,100,NG,dtw,500,1,NativeGuideCF'>
14,False,0.36666666666666664,0.3328086428801785,0.0716666666666667,100,NG,dtw,500,1,NativeGuideCF'>
15,False,0.5,0.40103191330826793,0.22499999999999998,100,NG,dtw,500,1,NativeGuideCF'>
16,True,0.8,0.6803799722919842,0.7591666666666667,100,NG,dtw,500,1,NativeGuideCF'>
17,True,0.8333333333333334,0.6957185075389348,0.87,100,NG,dtw,500,1,NativeGuideCF'>
18,False,0.4666666666666667,0.3713115632271891,0.16833333333333333,100,NG,dtw,500,1,NativeGuideCF'>
19,False,0.4,0.3549537092328178,0.09583333333333334,100,NG,dtw,500,1,NativeGuideCF'>
