,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,True,0.7666666666666667,0.7673819889249186,0.8916666666666666,authentic_opposing_information,100,TSEvo'>
1,True,0.7,0.6817405138768939,0.6233333333333333,authentic_opposing_information,100,TSEvo'>
2,True,0.6333333333333333,0.6327553060126273,0.5333333333333333,authentic_opposing_information,100,TSEvo'>
3,True,0.8,0.7357533487483481,0.8433333333333334,authentic_opposing_information,100,TSEvo'>
4,False,0.6666666666666666,0.6169040434222072,0.5116666666666666,authentic_opposing_information,100,TSEvo'>
5,False,0.4666666666666667,0.4005075793601592,0.2583333333333333,authentic_opposing_information,100,TSEvo'>
6,True,0.6666666666666666,0.688491283065683,0.77,authentic_opposing_information,100,TSEvo'>
7,True,0.7333333333333333,0.6972780099914268,0.7849999999999999,authentic_opposing_information,100,TSEvo'>
8,False,0.7333333333333333,0.7467900607278394,0.7566666666666666,authentic_opposing_information,100,TSEvo'>
9,True,0.6333333333333333,0.5984041364711902,0.475,authentic_opposing_information,100,TSEvo'>
10,True,0.7,0.6716265785748035,0.6966666666666667,authentic_opposing_information,100,TSEvo'>
11,True,0.6,0.5983225150583142,0.5108333333333333,authentic_opposing_information,100,TSEvo'>
12,True,0.6666666666666666,0.6683796974985712,0.6174999999999999,authentic_opposing_information,100,TSEvo'>
13,True,0.6,0.6400954901815837,0.5533333333333333,authentic_opposing_information,100,TSEvo'>
14,True,0.7,0.6614940879075247,0.6066666666666667,authentic_opposing_information,100,TSEvo'>
15,True,0.5333333333333333,0.5771923777189092,0.4433333333333333,authentic_opposing_information,100,TSEvo'>
16,True,0.8,0.7207447939490362,0.8116666666666666,authentic_opposing_information,100,TSEvo'>
17,False,0.8,0.7078314579773635,0.7866666666666666,authentic_opposing_information,100,TSEvo'>
18,True,0.6666666666666666,0.6512396572772022,0.5716666666666667,authentic_opposing_information,100,TSEvo'>
19,False,0.6666666666666666,0.6303869062497426,0.5575,authentic_opposing_information,100,TSEvo'>
