,Pointing,Relevance Rank,Relevance Mass,AuC,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
4,True,0.6333333333333333,-0.0,0.625,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
9,True,0.6333333333333333,-0.0,0.625,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
12,True,0.6333333333333333,-0.0,0.625,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,0.5333333333333333,0.0,0.375,1000,random,uniform,Lime,10,1,LEFTIST'>
18,True,0.6333333333333333,-0.0,0.625,1000,random,uniform,Lime,10,1,LEFTIST'>
19,True,0.6333333333333333,-0.0,0.625,1000,random,uniform,Lime,10,1,LEFTIST'>
