,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.5333333333333333,0.5276285716785943,0.3725,100,NG,dtw,500,1,NativeGuideCF'>
1,True,0.6,0.5988613568500524,0.5008333333333334,100,NG,dtw,500,1,NativeGuideCF'>
2,False,0.4666666666666667,0.5120484562400599,0.25666666666666665,100,NG,dtw,500,1,NativeGuideCF'>
3,True,0.5666666666666667,0.5831632072046706,0.44666666666666666,100,NG,dtw,500,1,NativeGuideCF'>
4,True,0.5666666666666667,0.6194417853649264,0.5283333333333333,100,NG,dtw,500,1,NativeGuideCF'>
5,True,0.5333333333333333,0.5225042106070491,0.31583333333333335,100,NG,dtw,500,1,NativeGuideCF'>
6,True,0.6333333333333333,0.669722319086545,0.64,100,NG,dtw,500,1,NativeGuideCF'>
7,True,0.4666666666666667,0.5072426779796116,0.31833333333333336,100,NG,dtw,500,1,NativeGuideCF'>
8,True,0.6666666666666666,0.6044248856823793,0.55,100,NG,dtw,500,1,NativeGuideCF'>
9,True,0.4666666666666667,0.5203517979614732,0.32999999999999996,100,NG,dtw,500,1,NativeGuideCF'>
10,False,0.4666666666666667,0.46981348728925154,0.25666666666666665,100,NG,dtw,500,1,NativeGuideCF'>
11,True,0.43333333333333335,0.4893022285669533,0.24083333333333334,100,NG,dtw,500,1,NativeGuideCF'>
12,False,0.6,0.5017675111399534,0.34500000000000003,100,NG,dtw,500,1,NativeGuideCF'>
13,False,0.6,0.601457995323522,0.515,100,NG,dtw,500,1,NativeGuideCF'>
14,False,0.5,0.5263140586649264,0.31916666666666665,100,NG,dtw,500,1,NativeGuideCF'>
15,True,0.6333333333333333,0.6315768481965364,0.5483333333333333,100,NG,dtw,500,1,NativeGuideCF'>
16,True,0.43333333333333335,0.5208994345201875,0.28500000000000003,100,NG,dtw,500,1,NativeGuideCF'>
17,True,0.5333333333333333,0.6133478242760718,0.5,100,NG,dtw,500,1,NativeGuideCF'>
18,False,0.5333333333333333,0.47347113458211043,0.2791666666666667,100,NG,dtw,500,1,NativeGuideCF'>
19,False,0.4666666666666667,0.5084885487898437,0.2816666666666667,100,NG,dtw,500,1,NativeGuideCF'>
