,Pointing,Relevance Rank,Relevance Mass,AuC,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,True,0.9,0.8837787987938408,0.76,100,NG,dtw,500,1,NativeGuideCF'>
1,False,0.825,0.7013798209600107,0.3375,100,NG,dtw,500,1,NativeGuideCF'>
2,False,0.75,0.6081157489006606,0.12499999999999997,100,NG,dtw,500,1,NativeGuideCF'>
3,True,0.9,0.875858380054025,0.83875,100,NG,dtw,500,1,NativeGuideCF'>
4,False,0.75,0.6933764671425008,0.2475,100,NG,dtw,500,1,NativeGuideCF'>
5,True,0.95,0.8757259652647628,0.9175,100,NG,dtw,500,1,NativeGuideCF'>
6,False,0.75,0.6135286683103467,0.04499999999999999,100,NG,dtw,500,1,NativeGuideCF'>
7,True,0.95,0.9048967122225972,0.97,100,NG,dtw,500,1,NativeGuideCF'>
8,False,0.75,0.604678721943995,0.13749999999999998,100,NG,dtw,500,1,NativeGuideCF'>
9,True,0.925,0.8655021371980208,0.8049999999999999,100,NG,dtw,500,1,NativeGuideCF'>
10,True,0.95,0.8597475162450492,0.9175,100,NG,dtw,500,1,NativeGuideCF'>
11,False,0.75,0.6249438205066749,0.08499999999999998,100,NG,dtw,500,1,NativeGuideCF'>
12,False,0.775,0.6909508038162422,0.22,100,NG,dtw,500,1,NativeGuideCF'>
13,False,0.775,0.5961858442909113,0.18124999999999997,100,NG,dtw,500,1,NativeGuideCF'>
14,False,0.75,0.6428994505362693,0.15499999999999997,100,NG,dtw,500,1,NativeGuideCF'>
15,False,0.75,0.6389603303953509,0.16,100,NG,dtw,500,1,NativeGuideCF'>
16,False,0.775,0.6213230535231742,0.17374999999999996,100,NG,dtw,500,1,NativeGuideCF'>
17,True,0.95,0.882396320019772,0.8625,100,NG,dtw,500,1,NativeGuideCF'>
18,True,0.9,0.8660660810658095,0.645,100,NG,dtw,500,1,NativeGuideCF'>
19,True,0.925,0.8646899684733556,0.7675000000000001,100,NG,dtw,500,1,NativeGuideCF'>
