,Pointing,Relevance Rank,Relevance Mass,AuC,method,tsr,explanation
0,False,0.16666666666666666,0.1293289358707675,0.5284090909090909,GS,True,Saliency_PTY'>
1,False,0.0,0.1000112890374335,0.4356060606060606,GS,True,Saliency_PTY'>
2,False,0.0,0.13666284111891103,0.5208333333333333,GS,True,Saliency_PTY'>
3,False,0.16666666666666666,0.14977371903856507,0.5511363636363636,GS,True,Saliency_PTY'>
4,False,0.0,0.06528333243385313,0.3560606060606061,GS,True,Saliency_PTY'>
5,False,0.0,0.15638265285273226,0.5833333333333333,GS,True,Saliency_PTY'>
6,False,0.16666666666666666,0.14196019670420268,0.5246212121212122,GS,True,Saliency_PTY'>
7,False,0.5,0.22471719361207032,0.7518939393939394,GS,True,Saliency_PTY'>
8,False,0.0,0.06352324849830117,0.3712121212121212,GS,True,Saliency_PTY'>
9,False,0.16666666666666666,0.1380514014058547,0.5056818181818182,GS,True,Saliency_PTY'>
10,False,0.0,0.0911338074727067,0.4375,GS,True,Saliency_PTY'>
11,True,0.16666666666666666,0.12586197039908883,0.5056818181818182,GS,True,Saliency_PTY'>
12,False,0.16666666666666666,0.15717523059892063,0.587121212121212,GS,True,Saliency_PTY'>
13,False,0.3333333333333333,0.16292280444434326,0.606060606060606,GS,True,Saliency_PTY'>
14,True,0.3333333333333333,0.18185245380835488,0.6325757575757576,GS,True,Saliency_PTY'>
15,False,0.0,0.0018329531949189215,0.2518939393939394,GS,True,Saliency_PTY'>
16,False,0.0,0.06123655797226693,0.39962121212121215,GS,True,Saliency_PTY'>
17,False,0.0,0.12334044843400316,0.5151515151515151,GS,True,Saliency_PTY'>
18,False,0.0,0.0656077078695037,0.375,GS,True,Saliency_PTY'>
19,False,0.0,0.042867513154539974,0.29734848484848486,GS,True,Saliency_PTY'>
