,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.833045392815977,50,NG,dtw,500,1,NativeGuideCF'>
1,3.8503690691238677,50,NG,dtw,500,1,NativeGuideCF'>
2,3.8585787041566015,50,NG,dtw,500,1,NativeGuideCF'>
3,3.849258491384509,50,NG,dtw,500,1,NativeGuideCF'>
4,3.8476367004140966,50,NG,dtw,500,1,NativeGuideCF'>
5,3.8277917922294935,50,NG,dtw,500,1,NativeGuideCF'>
6,3.841715675366947,50,NG,dtw,500,1,NativeGuideCF'>
7,3.8219064584561395,50,NG,dtw,500,1,NativeGuideCF'>
8,3.838038719366512,50,NG,dtw,500,1,NativeGuideCF'>
9,3.823850607847815,50,NG,dtw,500,1,NativeGuideCF'>
10,3.8264370902438527,50,NG,dtw,500,1,NativeGuideCF'>
11,3.812344605772805,50,NG,dtw,500,1,NativeGuideCF'>
12,3.8503690691238677,50,NG,dtw,500,1,NativeGuideCF'>
13,3.8741744909683997,50,NG,dtw,500,1,NativeGuideCF'>
14,3.813221305383935,50,NG,dtw,500,1,NativeGuideCF'>
15,3.818747460809502,50,NG,dtw,500,1,NativeGuideCF'>
16,3.797486982695975,50,NG,dtw,500,1,NativeGuideCF'>
17,3.8410855069925565,50,NG,dtw,500,1,NativeGuideCF'>
18,3.8373499198365155,50,NG,dtw,500,1,NativeGuideCF'>
19,3.8612455874534444,50,NG,dtw,500,1,NativeGuideCF'>
