,complexity,method,tsr,explanation
0,3.564111795810754,DLS,False,Saliency_PTY'>
1,3.3625261854782282,DLS,False,Saliency_PTY'>
2,3.4387468757506707,DLS,False,Saliency_PTY'>
3,3.420822401961494,DLS,False,Saliency_PTY'>
4,3.447461536660444,DLS,False,Saliency_PTY'>
5,3.4024650072403055,DLS,False,Saliency_PTY'>
6,3.5374346532617973,DLS,False,Saliency_PTY'>
7,3.1610616778768756,DLS,False,Saliency_PTY'>
8,3.3926967533789902,DLS,False,Saliency_PTY'>
9,3.4575582202676642,DLS,False,Saliency_PTY'>
10,3.584099548133395,DLS,False,Saliency_PTY'>
11,3.5787329941670563,DLS,False,Saliency_PTY'>
12,3.5289261390628703,DLS,False,Saliency_PTY'>
13,3.4602119439112755,DLS,False,Saliency_PTY'>
14,3.4320423400067526,DLS,False,Saliency_PTY'>
15,3.445854503184094,DLS,False,Saliency_PTY'>
16,3.508135634517596,DLS,False,Saliency_PTY'>
17,3.4216665948875495,DLS,False,Saliency_PTY'>
18,3.4297965963500814,DLS,False,Saliency_PTY'>
19,3.449565015151204,DLS,False,Saliency_PTY'>
