,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.819912719899586,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,3.857928828735837,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,3.8376119318854003,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,3.839481990936953,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,3.8457587795672064,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,3.8332401522749042,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,3.8646269343239776,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,3.8254333935710867,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,3.848238593623494,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,3.8358611076713167,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,3.856858310962563,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,3.8547959920920003,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,3.850480338805959,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,3.828776756774988,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,3.8393287100039073,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,3.858263187522883,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,3.8529412922434987,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,3.836403500065996,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,3.812392062991485,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,3.866971983055825,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
