,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.808524542205485,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,3.827264361010812,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,3.810328023118989,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,3.836095325250309,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,3.824305093518719,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,2.180181996867332,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,3.6072138022134266,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,3.8420451011611383,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,3.7384532398767427,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,3.8106870299907563,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,3.8499149039683775,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,3.256866880901914e-11,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,3.1282611836600247,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,3.844753237925921,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,3.830935915237745,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,3.7924015864499467,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,3.8419101066789976,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,3.8539701852053327,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,8.658241701860507e-11,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,3.8239173360182175,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
