,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.8688435121614155,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,3.8744326453676456,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,3.8802484958499606,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,3.845415079891007,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,3.7460967540087196,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,3.8604377531304004,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,3.83712810887525,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,3.878778485001171,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,3.8065743647982244,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,3.8524842148810543,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,3.859345809564792,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,3.8880644268710776,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,3.7802906002627323,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,3.8478520890088466,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,3.312549500098817,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,3.8749896336474623,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,3.5939844061215553,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,3.8433380759244957,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,3.851057306553686,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,3.8693938494845876,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
