,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.8063223219061513,50,NG,dtw,500,1,NativeGuideCF'>
1,3.742501910963378,50,NG,dtw,500,1,NativeGuideCF'>
2,3.7615781104298223,50,NG,dtw,500,1,NativeGuideCF'>
3,3.7642772167751715,50,NG,dtw,500,1,NativeGuideCF'>
4,3.726069797202578,50,NG,dtw,500,1,NativeGuideCF'>
5,3.736704620349607,50,NG,dtw,500,1,NativeGuideCF'>
6,3.8043516237636,50,NG,dtw,500,1,NativeGuideCF'>
7,3.8049688610451065,50,NG,dtw,500,1,NativeGuideCF'>
8,3.7873708047088983,50,NG,dtw,500,1,NativeGuideCF'>
9,3.728263504015813,50,NG,dtw,500,1,NativeGuideCF'>
10,3.816056323091354,50,NG,dtw,500,1,NativeGuideCF'>
11,3.7642772167751715,50,NG,dtw,500,1,NativeGuideCF'>
12,3.7681877742858916,50,NG,dtw,500,1,NativeGuideCF'>
13,3.804356416849906,50,NG,dtw,500,1,NativeGuideCF'>
14,3.8091513909858863,50,NG,dtw,500,1,NativeGuideCF'>
15,3.796713531427311,50,NG,dtw,500,1,NativeGuideCF'>
16,3.7523235023590575,50,NG,dtw,500,1,NativeGuideCF'>
17,3.7744874819995506,50,NG,dtw,500,1,NativeGuideCF'>
18,3.702040901947726,50,NG,dtw,500,1,NativeGuideCF'>
19,3.7362835266200736,50,NG,dtw,500,1,NativeGuideCF'>
