,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.8425886211843974,50,NUN_CF,dtw,500,1,NativeGuideCF'>
1,3.8047579167425667,50,NUN_CF,dtw,500,1,NativeGuideCF'>
2,3.772009433008417,50,NUN_CF,dtw,500,1,NativeGuideCF'>
3,3.7967632775083766,50,NUN_CF,dtw,500,1,NativeGuideCF'>
4,3.818644601577154,50,NUN_CF,dtw,500,1,NativeGuideCF'>
5,3.8388652419048848,50,NUN_CF,dtw,500,1,NativeGuideCF'>
6,3.79632770075055,50,NUN_CF,dtw,500,1,NativeGuideCF'>
7,3.7994711856105763,50,NUN_CF,dtw,500,1,NativeGuideCF'>
8,3.845927006733003,50,NUN_CF,dtw,500,1,NativeGuideCF'>
9,3.777639758701253,50,NUN_CF,dtw,500,1,NativeGuideCF'>
10,3.7997327293086225,50,NUN_CF,dtw,500,1,NativeGuideCF'>
11,3.831012830349804,50,NUN_CF,dtw,500,1,NativeGuideCF'>
12,3.7610904046462874,50,NUN_CF,dtw,500,1,NativeGuideCF'>
13,3.803265509041943,50,NUN_CF,dtw,500,1,NativeGuideCF'>
14,3.820387487123853,50,NUN_CF,dtw,500,1,NativeGuideCF'>
15,3.7930860675552553,50,NUN_CF,dtw,500,1,NativeGuideCF'>
