,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.8600992175388926,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,3.8289053683486705,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,3.8195607741467783,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,3.861199644592971,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,3.8076669807702124,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,3.7064023709236125,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,3.813382936323027,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,3.8104198587769122,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,3.8371568715201083,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,3.822442065995425,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,3.826450574227319,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,3.743770971913117,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,3.841145716082054,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,3.8268616099359916,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,3.8388630127434533,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,3.78437959834677,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,3.8320139883098556,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,3.836851078845718,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,3.8530076667778173,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,3.7547343825999633,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
