,complexity,method,tsr,explanation
0,1.8897122761840848,DL,True,Saliency_PTY'>
1,2.14989964097128,DL,True,Saliency_PTY'>
2,1.4483957998453327,DL,True,Saliency_PTY'>
3,2.136699987970609,DL,True,Saliency_PTY'>
4,2.0067901139148763,DL,True,Saliency_PTY'>
5,1.8501381484879655,DL,True,Saliency_PTY'>
6,1.8767718644042262,DL,True,Saliency_PTY'>
7,1.7439306582212208,DL,True,Saliency_PTY'>
8,1.2983876800389822,DL,True,Saliency_PTY'>
9,2.303011662981467,DL,True,Saliency_PTY'>
10,1.7103178510807093,DL,True,Saliency_PTY'>
11,2.111887924991515,DL,True,Saliency_PTY'>
12,1.8996191853594366,DL,True,Saliency_PTY'>
13,1.9024256123138705,DL,True,Saliency_PTY'>
14,2.1039094356529278,DL,True,Saliency_PTY'>
15,1.9090095286432676,DL,True,Saliency_PTY'>
16,1.9196947314424664,DL,True,Saliency_PTY'>
17,1.8085370507784733,DL,True,Saliency_PTY'>
18,1.724493792149241,DL,True,Saliency_PTY'>
19,1.5574201150837519,DL,True,Saliency_PTY'>
