,complexity,method,tsr,explanation
0,1.7487303233507627,SG,False,Saliency_PTY'>
1,1.69360825525024,SG,False,Saliency_PTY'>
2,1.6783904200784021,SG,False,Saliency_PTY'>
3,1.4782899160990954,SG,False,Saliency_PTY'>
4,1.464081125081421,SG,False,Saliency_PTY'>
5,1.3843624994181214,SG,False,Saliency_PTY'>
6,1.5582058082438015,SG,False,Saliency_PTY'>
7,1.610267979582869,SG,False,Saliency_PTY'>
8,1.5401346493028898,SG,False,Saliency_PTY'>
9,1.7264314136160865,SG,False,Saliency_PTY'>
10,1.4888661077597805,SG,False,Saliency_PTY'>
11,1.5109824011436852,SG,False,Saliency_PTY'>
12,1.7203898938399362,SG,False,Saliency_PTY'>
13,1.2110601950099886,SG,False,Saliency_PTY'>
14,1.3560730220848989,SG,False,Saliency_PTY'>
15,1.630965815827701,SG,False,Saliency_PTY'>
16,1.6087375149434195,SG,False,Saliency_PTY'>
17,1.5410236482670812,SG,False,Saliency_PTY'>
18,1.5463780677918417,SG,False,Saliency_PTY'>
19,1.5402897239617324,SG,False,Saliency_PTY'>
