,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.846823813297386,50,NG,dtw,500,1,NativeGuideCF'>
1,3.8547825217280822,50,NG,dtw,500,1,NativeGuideCF'>
2,3.8659014841417374,50,NG,dtw,500,1,NativeGuideCF'>
3,3.8449905172862557,50,NG,dtw,500,1,NativeGuideCF'>
4,3.8688199518029855,50,NG,dtw,500,1,NativeGuideCF'>
5,3.8777275131574425,50,NG,dtw,500,1,NativeGuideCF'>
6,3.81319274251026,50,NG,dtw,500,1,NativeGuideCF'>
7,3.8644097947428504,50,NG,dtw,500,1,NativeGuideCF'>
8,3.8462584711728875,50,NG,dtw,500,1,NativeGuideCF'>
9,3.8522468798178693,50,NG,dtw,500,1,NativeGuideCF'>
10,3.818799571116403,50,NG,dtw,500,1,NativeGuideCF'>
11,3.867786158807643,50,NG,dtw,500,1,NativeGuideCF'>
12,3.781645389926156,50,NG,dtw,500,1,NativeGuideCF'>
13,3.817350043628403,50,NG,dtw,500,1,NativeGuideCF'>
14,3.8471584261921095,50,NG,dtw,500,1,NativeGuideCF'>
15,3.8572038742122783,50,NG,dtw,500,1,NativeGuideCF'>
16,3.8336258784623656,50,NG,dtw,500,1,NativeGuideCF'>
17,3.855779422451317,50,NG,dtw,500,1,NativeGuideCF'>
18,3.8714964447424802,50,NG,dtw,500,1,NativeGuideCF'>
19,3.8595556715099772,50,NG,dtw,500,1,NativeGuideCF'>
