,complexity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,3.6559264184658478,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
1,3.6505484491278977,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
2,3.6815878604218257,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
3,3.8266565845227536,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
4,3.650484511416845,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
5,3.8780718363506415,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
6,3.688260400773197,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
7,3.79968293584336,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
8,3.6421857461944724,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
9,3.623808918075789,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
10,3.848153470337938,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
11,3.8461714067424575,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
