,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.006474842248242374,GRAD,False,Saliency_PTY'>
1,True,0.5685253459863667,GRAD,False,Saliency_PTY'>
2,True,-0.027251995428132093,GRAD,False,Saliency_PTY'>
3,True,0.21713332582970035,GRAD,False,Saliency_PTY'>
4,True,0.27723335557098067,GRAD,False,Saliency_PTY'>
5,True,0.5249010320519212,GRAD,False,Saliency_PTY'>
6,True,0.2692986545654561,GRAD,False,Saliency_PTY'>
7,True,0.21198815666173879,GRAD,False,Saliency_PTY'>
8,True,0.21563384634492672,GRAD,False,Saliency_PTY'>
9,True,0.575456826365617,GRAD,False,Saliency_PTY'>
10,True,0.128234375738677,GRAD,False,Saliency_PTY'>
11,True,0.021756325599292695,GRAD,False,Saliency_PTY'>
12,True,0.2420654995036794,GRAD,False,Saliency_PTY'>
13,True,0.4245217357531089,GRAD,False,Saliency_PTY'>
14,True,-0.18884109161945967,GRAD,False,Saliency_PTY'>
15,True,0.3655354817296667,GRAD,False,Saliency_PTY'>
16,True,0.24284525624282843,GRAD,False,Saliency_PTY'>
17,True,0.2001980803817044,GRAD,False,Saliency_PTY'>
18,True,0.13116147568474024,GRAD,False,Saliency_PTY'>
19,True,0.3123780274691971,GRAD,False,Saliency_PTY'>
