,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.1194042641697492,GS,True,Saliency_PTY'>
1,True,-0.14206973510316545,GS,True,Saliency_PTY'>
2,True,-0.12031562259914685,GS,True,Saliency_PTY'>
3,True,0.008822015078085079,GS,True,Saliency_PTY'>
4,True,-0.13856591279950756,GS,True,Saliency_PTY'>
5,True,0.19798957842278145,GS,True,Saliency_PTY'>
6,True,-0.0532392466105381,GS,True,Saliency_PTY'>
7,True,0.10958438143672378,GS,True,Saliency_PTY'>
8,True,-0.08999461446827545,GS,True,Saliency_PTY'>
9,True,-0.025506835446489344,GS,True,Saliency_PTY'>
10,True,-0.07564815078835327,GS,True,Saliency_PTY'>
11,True,0.02894174176939029,GS,True,Saliency_PTY'>
12,True,-0.1025753317965786,GS,True,Saliency_PTY'>
13,True,-0.28861912519739924,GS,True,Saliency_PTY'>
14,True,-0.01613029673010077,GS,True,Saliency_PTY'>
15,True,0.053247930011404945,GS,True,Saliency_PTY'>
16,True,0.19223220671262994,GS,True,Saliency_PTY'>
17,True,0.007252623615458802,GS,True,Saliency_PTY'>
18,True,-0.044476092054390015,GS,True,Saliency_PTY'>
19,True,0.12157072858304831,GS,True,Saliency_PTY'>
