,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.13098627882428895,IG,False,Saliency_PTY'>
1,True,0.14121163769884323,IG,False,Saliency_PTY'>
2,True,-0.023152165633718347,IG,False,Saliency_PTY'>
3,True,0.0761692006472463,IG,False,Saliency_PTY'>
4,True,-0.2604583004010488,IG,False,Saliency_PTY'>
5,True,-0.22540201980094385,IG,False,Saliency_PTY'>
6,True,0.0023555575860354488,IG,False,Saliency_PTY'>
7,True,0.04579615753432157,IG,False,Saliency_PTY'>
8,True,-0.09891089733961918,IG,False,Saliency_PTY'>
9,True,-0.055508390739273314,IG,False,Saliency_PTY'>
10,True,-0.06482848645027585,IG,False,Saliency_PTY'>
11,True,-0.10429527993237615,IG,False,Saliency_PTY'>
12,True,0.16559598400348927,IG,False,Saliency_PTY'>
13,True,-0.08958178627534834,IG,False,Saliency_PTY'>
14,True,-0.16856766052220193,IG,False,Saliency_PTY'>
15,True,0.15122456745091023,IG,False,Saliency_PTY'>
16,True,0.07567431342580715,IG,False,Saliency_PTY'>
17,True,0.0590247333408465,IG,False,Saliency_PTY'>
18,True,-0.10448527416458615,IG,False,Saliency_PTY'>
19,True,0.031157408998783415,IG,False,Saliency_PTY'>
