,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.020578072571776625,SG,True,Saliency_PTY'>
1,True,0.04056612625944789,SG,True,Saliency_PTY'>
2,True,0.027193607162956747,SG,True,Saliency_PTY'>
3,True,0.05670516111103485,SG,True,Saliency_PTY'>
4,True,-0.02796803916954778,SG,True,Saliency_PTY'>
5,True,0.22930667844200286,SG,True,Saliency_PTY'>
6,True,-0.16484826296051283,SG,True,Saliency_PTY'>
7,True,0.005469856510293698,SG,True,Saliency_PTY'>
8,True,-0.13115751178322615,SG,True,Saliency_PTY'>
9,True,0.029622704623952605,SG,True,Saliency_PTY'>
10,True,-0.06706492477043935,SG,True,Saliency_PTY'>
11,True,0.12227602839236129,SG,True,Saliency_PTY'>
12,True,-0.16031572792206572,SG,True,Saliency_PTY'>
13,True,-0.07404102241394733,SG,True,Saliency_PTY'>
14,True,-0.0006721294399223314,SG,True,Saliency_PTY'>
15,True,0.04205806805036399,SG,True,Saliency_PTY'>
16,True,-0.10873790208991929,SG,True,Saliency_PTY'>
17,True,-0.1986198046476204,SG,True,Saliency_PTY'>
18,True,-0.13283997813008994,SG,True,Saliency_PTY'>
19,True,0.0160793177478483,SG,True,Saliency_PTY'>
