,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,,GS,False,Saliency_PTY'>
1,True,0.3274990333756181,GS,False,Saliency_PTY'>
2,True,0.1668412951348888,GS,False,Saliency_PTY'>
3,True,,GS,False,Saliency_PTY'>
4,True,0.193832369194534,GS,False,Saliency_PTY'>
5,True,0.14205373235749882,GS,False,Saliency_PTY'>
6,True,0.18026276080802467,GS,False,Saliency_PTY'>
7,True,,GS,False,Saliency_PTY'>
8,True,0.20012539376086647,GS,False,Saliency_PTY'>
9,True,0.22507697205069221,GS,False,Saliency_PTY'>
10,True,0.2706434857122197,GS,False,Saliency_PTY'>
11,True,,GS,False,Saliency_PTY'>
12,True,0.4294904438922769,GS,False,Saliency_PTY'>
13,True,0.06420077730040319,GS,False,Saliency_PTY'>
14,True,,GS,False,Saliency_PTY'>
15,True,,GS,False,Saliency_PTY'>
16,True,0.14324866159883587,GS,False,Saliency_PTY'>
17,True,0.2213458076235405,GS,False,Saliency_PTY'>
18,True,,GS,False,Saliency_PTY'>
19,True,,GS,False,Saliency_PTY'>
