,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.003680730414778546,GRAD,True,Saliency_PTY'>
1,True,0.13532419588288497,GRAD,True,Saliency_PTY'>
2,True,0.4012439894684781,GRAD,True,Saliency_PTY'>
3,True,0.11870474633685832,GRAD,True,Saliency_PTY'>
4,True,0.37658146398137665,GRAD,True,Saliency_PTY'>
5,True,-0.19080291063513719,GRAD,True,Saliency_PTY'>
6,True,-0.03198446085228875,GRAD,True,Saliency_PTY'>
7,True,0.36776612189656005,GRAD,True,Saliency_PTY'>
8,True,0.41803661938553877,GRAD,True,Saliency_PTY'>
9,True,0.08837033971707951,GRAD,True,Saliency_PTY'>
10,True,0.19921612438346514,GRAD,True,Saliency_PTY'>
11,True,0.09373093864674084,GRAD,True,Saliency_PTY'>
12,True,0.21064007191322992,GRAD,True,Saliency_PTY'>
13,True,0.0410044445131554,GRAD,True,Saliency_PTY'>
14,True,0.070680102917216,GRAD,True,Saliency_PTY'>
15,True,0.10015845854811577,GRAD,True,Saliency_PTY'>
16,True,-0.07465653816701427,GRAD,True,Saliency_PTY'>
17,True,0.25910903455991563,GRAD,True,Saliency_PTY'>
18,True,-0.010986867127875362,GRAD,True,Saliency_PTY'>
19,True,0.48085161115404096,GRAD,True,Saliency_PTY'>
