,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.024161929719883624,IG,True,Saliency_PTY'>
1,True,-0.052335890840089785,IG,True,Saliency_PTY'>
2,True,-0.0740175046907051,IG,True,Saliency_PTY'>
3,True,-0.030840418793510557,IG,True,Saliency_PTY'>
4,True,0.185202023369624,IG,True,Saliency_PTY'>
5,True,0.06128570358529248,IG,True,Saliency_PTY'>
6,True,-0.11509518100407778,IG,True,Saliency_PTY'>
7,True,0.17786782240013205,IG,True,Saliency_PTY'>
8,True,0.4011252074835432,IG,True,Saliency_PTY'>
9,True,-0.0772213876510626,IG,True,Saliency_PTY'>
10,True,0.3012923489695022,IG,True,Saliency_PTY'>
11,True,0.20158002717435008,IG,True,Saliency_PTY'>
12,True,-0.03023750338122748,IG,True,Saliency_PTY'>
13,True,0.2050470495968955,IG,True,Saliency_PTY'>
14,True,0.035095700502755046,IG,True,Saliency_PTY'>
15,True,-0.11547882441546252,IG,True,Saliency_PTY'>
16,True,-0.14497750626722894,IG,True,Saliency_PTY'>
17,True,0.1403759764112946,IG,True,Saliency_PTY'>
18,True,-0.12869267953258479,IG,True,Saliency_PTY'>
19,True,0.09559021872985203,IG,True,Saliency_PTY'>
