,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.2468803783230261,GRAD,False,Saliency_PTY'>
1,True,0.5447812083864596,GRAD,False,Saliency_PTY'>
2,True,-0.05334071864944939,GRAD,False,Saliency_PTY'>
3,True,0.36288324795272237,GRAD,False,Saliency_PTY'>
4,True,-0.12552520988077415,GRAD,False,Saliency_PTY'>
5,True,0.5139504842970165,GRAD,False,Saliency_PTY'>
6,True,0.3915813846805442,GRAD,False,Saliency_PTY'>
7,True,0.4371646051223642,GRAD,False,Saliency_PTY'>
8,True,0.38491840940936245,GRAD,False,Saliency_PTY'>
9,True,-0.007654518379443814,GRAD,False,Saliency_PTY'>
10,True,0.16057689303875247,GRAD,False,Saliency_PTY'>
11,True,0.4009361717933619,GRAD,False,Saliency_PTY'>
12,True,0.42137187692953687,GRAD,False,Saliency_PTY'>
13,True,0.35905860372949583,GRAD,False,Saliency_PTY'>
14,True,0.54313483981901,GRAD,False,Saliency_PTY'>
15,True,-0.0014810323946429556,GRAD,False,Saliency_PTY'>
16,True,-0.11566190731517037,GRAD,False,Saliency_PTY'>
17,True,0.09199617110884374,GRAD,False,Saliency_PTY'>
18,True,0.3233694765878184,GRAD,False,Saliency_PTY'>
19,True,0.2192179958876579,GRAD,False,Saliency_PTY'>
