,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.633589968256231,SG,False,Saliency_PTY'>
1,True,-0.19998979869060732,SG,False,Saliency_PTY'>
2,True,-0.35403971157957315,SG,False,Saliency_PTY'>
3,True,0.6768257878964571,SG,False,Saliency_PTY'>
4,True,-0.09701549327180989,SG,False,Saliency_PTY'>
5,True,0.6151714421826167,SG,False,Saliency_PTY'>
6,True,0.7528389716115631,SG,False,Saliency_PTY'>
7,True,0.6843840942491067,SG,False,Saliency_PTY'>
8,True,-0.40263321689367515,SG,False,Saliency_PTY'>
9,True,0.6219246522735972,SG,False,Saliency_PTY'>
10,True,0.7122831038533667,SG,False,Saliency_PTY'>
11,True,0.6785623531871519,SG,False,Saliency_PTY'>
12,True,-0.1952526644933056,SG,False,Saliency_PTY'>
13,True,0.5706597682821845,SG,False,Saliency_PTY'>
14,True,-0.28773268611088465,SG,False,Saliency_PTY'>
15,True,-0.298297214844046,SG,False,Saliency_PTY'>
16,True,0.7356889021097861,SG,False,Saliency_PTY'>
17,True,-0.24031101082461603,SG,False,Saliency_PTY'>
18,True,0.721028481669946,SG,False,Saliency_PTY'>
19,True,0.7545289814399548,SG,False,Saliency_PTY'>
