,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.04733737312215528,GS,True,Saliency_PTY'>
1,True,-0.055909074247781444,GS,True,Saliency_PTY'>
2,True,-0.03289885518651776,GS,True,Saliency_PTY'>
3,True,0.05136767761000682,GS,True,Saliency_PTY'>
4,True,-0.09425675185303989,GS,True,Saliency_PTY'>
5,True,-0.06183258625142606,GS,True,Saliency_PTY'>
6,True,0.28947318209063233,GS,True,Saliency_PTY'>
7,True,-0.15472858377755214,GS,True,Saliency_PTY'>
8,True,0.04202845422059339,GS,True,Saliency_PTY'>
9,True,-0.021735114720395136,GS,True,Saliency_PTY'>
10,True,-0.10233088120669147,GS,True,Saliency_PTY'>
11,True,0.052001567407493586,GS,True,Saliency_PTY'>
12,True,-0.20429212741253872,GS,True,Saliency_PTY'>
13,True,0.06495764679713875,GS,True,Saliency_PTY'>
14,True,0.043329117099933395,GS,True,Saliency_PTY'>
15,True,0.01280090024963661,GS,True,Saliency_PTY'>
16,True,0.06340194467963875,GS,True,Saliency_PTY'>
17,True,-0.04805215796493763,GS,True,Saliency_PTY'>
18,True,0.12371913790654322,GS,True,Saliency_PTY'>
19,True,0.018464636366929566,GS,True,Saliency_PTY'>
