,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.03382998350527912,SG,True,Saliency_PTY'>
1,True,-0.017875819132016104,SG,True,Saliency_PTY'>
2,True,-0.08424454018864465,SG,True,Saliency_PTY'>
3,True,-0.11859617469337944,SG,True,Saliency_PTY'>
4,True,-0.013321569741814919,SG,True,Saliency_PTY'>
5,True,-0.06642860706837,SG,True,Saliency_PTY'>
6,True,0.0210769885913585,SG,True,Saliency_PTY'>
7,True,-0.09021317361986912,SG,True,Saliency_PTY'>
8,True,0.015043932254414569,SG,True,Saliency_PTY'>
9,True,0.024645808685153717,SG,True,Saliency_PTY'>
10,True,-0.04804643822088327,SG,True,Saliency_PTY'>
11,True,-0.14470722282489507,SG,True,Saliency_PTY'>
12,True,-0.01810715276473652,SG,True,Saliency_PTY'>
13,True,0.022765485012171367,SG,True,Saliency_PTY'>
14,True,0.05416064980850353,SG,True,Saliency_PTY'>
15,True,-0.1288346383367114,SG,True,Saliency_PTY'>
16,True,0.030259231184385255,SG,True,Saliency_PTY'>
17,True,0.17045570893302564,SG,True,Saliency_PTY'>
18,True,-0.05053228393850574,SG,True,Saliency_PTY'>
19,True,0.1214759891162512,SG,True,Saliency_PTY'>
