,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.11903650427237722,FO,True,Saliency_PTY'>
1,True,0.0708180916443033,FO,True,Saliency_PTY'>
2,True,-0.033673630706794536,FO,True,Saliency_PTY'>
3,True,0.07101393393994455,FO,True,Saliency_PTY'>
4,True,-0.15493350919909435,FO,True,Saliency_PTY'>
5,True,0.27910411519568085,FO,True,Saliency_PTY'>
6,True,0.008271646888852444,FO,True,Saliency_PTY'>
7,True,-0.16291521928901767,FO,True,Saliency_PTY'>
8,True,0.033447374953121445,FO,True,Saliency_PTY'>
9,True,0.13160859098204838,FO,True,Saliency_PTY'>
10,True,0.08453210482713729,FO,True,Saliency_PTY'>
11,True,0.17335869255178854,FO,True,Saliency_PTY'>
12,True,0.06545883037782864,FO,True,Saliency_PTY'>
13,True,0.02100738050480169,FO,True,Saliency_PTY'>
14,True,0.02768821626349046,FO,True,Saliency_PTY'>
15,True,-0.0266604131211888,FO,True,Saliency_PTY'>
16,True,-0.0013585847300415614,FO,True,Saliency_PTY'>
17,True,0.04063268778778772,FO,True,Saliency_PTY'>
18,True,0.07883614307281664,FO,True,Saliency_PTY'>
19,True,-0.08098791173556251,FO,True,Saliency_PTY'>
