,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.05082149442211608,FO,False,Saliency_PTY'>
1,True,0.26507249069963085,FO,False,Saliency_PTY'>
2,True,-0.012224682901074087,FO,False,Saliency_PTY'>
3,True,-0.02305321050681545,FO,False,Saliency_PTY'>
4,True,-0.0880663926229591,FO,False,Saliency_PTY'>
5,True,-0.11073604994607275,FO,False,Saliency_PTY'>
6,True,-0.04006367052168494,FO,False,Saliency_PTY'>
7,True,0.11615131607603138,FO,False,Saliency_PTY'>
8,True,0.17842325386039637,FO,False,Saliency_PTY'>
9,True,-0.10767429325056327,FO,False,Saliency_PTY'>
10,True,-0.1266302264679098,FO,False,Saliency_PTY'>
11,True,-0.15098232653933996,FO,False,Saliency_PTY'>
12,True,0.1975931913166087,FO,False,Saliency_PTY'>
13,True,0.0020974709961844307,FO,False,Saliency_PTY'>
14,True,0.11725652373744783,FO,False,Saliency_PTY'>
15,True,0.07368505085556677,FO,False,Saliency_PTY'>
16,True,-0.22556208798678523,FO,False,Saliency_PTY'>
17,True,0.16572501415154028,FO,False,Saliency_PTY'>
18,True,0.12475702599984553,FO,False,Saliency_PTY'>
19,True,-0.06344807377352397,FO,False,Saliency_PTY'>
