,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,0.4376996074080764,0.5078989920842543,authentic_opposing_information,100,TSEvo'>
1,0.47592604218711915,0.5652560687709631,authentic_opposing_information,100,TSEvo'>
2,0.32695273770400696,0.4772082631656033,authentic_opposing_information,100,TSEvo'>
3,0.30047248256033987,0.3400793553249471,authentic_opposing_information,100,TSEvo'>
4,0.3130518856277916,0.4173988432079909,authentic_opposing_information,100,TSEvo'>
5,0.3344109323599503,0.4178801791963875,authentic_opposing_information,100,TSEvo'>
6,0.2889195027943595,0.3383304445195726,authentic_opposing_information,100,TSEvo'>
7,0.21428581121095797,0.25629900669472727,authentic_opposing_information,100,TSEvo'>
8,0.4284228778471125,0.5083210442958928,authentic_opposing_information,100,TSEvo'>
9,0.3877832711417416,0.42565980119513297,authentic_opposing_information,100,TSEvo'>
10,0.4251640961257476,0.5515184968786828,authentic_opposing_information,100,TSEvo'>
11,0.26471795674814047,0.3402409531465334,authentic_opposing_information,100,TSEvo'>
12,0.45275698589283475,0.4596891834947891,authentic_opposing_information,100,TSEvo'>
13,0.3472876622953336,0.3853350685183806,authentic_opposing_information,100,TSEvo'>
14,0.34558554336950753,0.4563990357762568,authentic_opposing_information,100,TSEvo'>
15,0.4075138473406204,0.5284919786794684,authentic_opposing_information,100,TSEvo'>
16,0.4347584703507744,0.550440367395629,authentic_opposing_information,100,TSEvo'>
17,0.49367216463033914,0.5697549909220099,authentic_opposing_information,100,TSEvo'>
18,0.31382810223630314,0.3857907205566939,authentic_opposing_information,100,TSEvo'>
19,0.2618654744978105,0.32039898444660597,authentic_opposing_information,100,TSEvo'>
