,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,True,0.07653061224489796,0.06773045222971426,0.42557087939342403,authentic_opposing_information,100,TSEvo'>
1,False,0.0663265306122449,0.07658107777426983,0.48737997803287986,authentic_opposing_information,100,TSEvo'>
2,False,0.030612244897959183,0.07229774812660347,0.44800745819161003,authentic_opposing_information,100,TSEvo'>
3,False,0.030612244897959183,0.06888859101470465,0.4366208723072562,authentic_opposing_information,100,TSEvo'>
4,False,0.04591836734693878,0.06311104087672031,0.3887859180130385,authentic_opposing_information,100,TSEvo'>
5,True,0.11734693877551021,0.07632047607048728,0.4804001027494331,authentic_opposing_information,100,TSEvo'>
6,True,0.08163265306122448,0.06952816700178371,0.4336313952664399,authentic_opposing_information,100,TSEvo'>
7,False,0.08673469387755102,0.06019921865020475,0.3595211522108843,authentic_opposing_information,100,TSEvo'>
8,True,0.061224489795918366,0.07612542034513214,0.4827695401077098,authentic_opposing_information,100,TSEvo'>
9,False,0.0663265306122449,0.08041653053512052,0.513442681760204,authentic_opposing_information,100,TSEvo'>
10,False,0.03571428571428571,0.06266144973637394,0.39405736252834467,authentic_opposing_information,100,TSEvo'>
11,False,0.01020408163265306,0.054859994854211384,0.35630026750283444,authentic_opposing_information,100,TSEvo'>
12,False,0.04081632653061224,0.07324451991156916,0.45637910111961455,authentic_opposing_information,100,TSEvo'>
13,False,0.01020408163265306,0.057043725438823134,0.3655687535430839,authentic_opposing_information,100,TSEvo'>
14,False,0.030612244897959183,0.07338978784313945,0.4561831242913832,authentic_opposing_information,100,TSEvo'>
15,True,0.12244897959183673,0.06802789996011208,0.4184736394557823,authentic_opposing_information,100,TSEvo'>
16,True,0.11224489795918367,0.07388535077200468,0.4661557982568027,authentic_opposing_information,100,TSEvo'>
17,False,0.00510204081632653,0.046192482739217104,0.2571991035997732,authentic_opposing_information,100,TSEvo'>
18,True,0.1683673469387755,0.07853898986334679,0.49942314165249435,authentic_opposing_information,100,TSEvo'>
19,True,0.16326530612244897,0.06590861478531851,0.40678921308106575,authentic_opposing_information,100,TSEvo'>
