,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,False,0.225,0.11590574823535496,0.6179544616519175,authentic_opposing_information,100,TSEvo'>
1,False,0.05416666666666667,0.07903730522891261,0.3980687684365781,authentic_opposing_information,100,TSEvo'>
2,False,0.20416666666666666,0.11859228794727546,0.6312407817109144,authentic_opposing_information,100,TSEvo'>
3,True,0.07083333333333333,0.06863086111626829,0.34141132005899705,authentic_opposing_information,100,TSEvo'>
4,False,0.2,0.11828370525824908,0.6365966076696165,authentic_opposing_information,100,TSEvo'>
5,False,0.058333333333333334,0.07494997128078837,0.3807208702064897,authentic_opposing_information,100,TSEvo'>
6,False,0.0875,0.08729667640657272,0.4469321533923304,authentic_opposing_information,100,TSEvo'>
7,False,0.17916666666666667,0.12370713091036217,0.6675792772861356,authentic_opposing_information,100,TSEvo'>
8,True,0.18333333333333332,0.1140680777847848,0.6022999631268438,authentic_opposing_information,100,TSEvo'>
9,True,0.075,0.07580115372086313,0.38060379793510324,authentic_opposing_information,100,TSEvo'>
10,False,0.1625,0.09708404343131033,0.49909107669616515,authentic_opposing_information,100,TSEvo'>
11,False,0.058333333333333334,0.0667485031843852,0.3296506268436578,authentic_opposing_information,100,TSEvo'>
12,True,0.22916666666666666,0.11759615262290044,0.6317966445427728,authentic_opposing_information,100,TSEvo'>
13,False,0.03333333333333333,0.066564327642127,0.3231471238938053,authentic_opposing_information,100,TSEvo'>
14,False,0.020833333333333332,0.060897599164328464,0.28751290560471976,authentic_opposing_information,100,TSEvo'>
15,True,0.18333333333333332,0.10617752226283521,0.5623331489675516,authentic_opposing_information,100,TSEvo'>
16,True,0.2,0.11438198962809476,0.6108268805309734,authentic_opposing_information,100,TSEvo'>
17,False,0.016666666666666666,0.06176361989794372,0.2952700958702065,authentic_opposing_information,100,TSEvo'>
18,False,0.25,0.13222054135187664,0.7070003687315636,authentic_opposing_information,100,TSEvo'>
19,False,0.25416666666666665,0.11921265639455611,0.6343390486725664,authentic_opposing_information,100,TSEvo'>
