,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,False,0.016666666666666666,0.05674201397348652,0.2764103982300885,authentic_opposing_information,100,TSEvo'>
1,False,0.43333333333333335,0.1400879264344174,0.7733545353982301,authentic_opposing_information,100,TSEvo'>
2,True,0.5916666666666667,0.15417718382971127,0.845262721238938,authentic_opposing_information,100,TSEvo'>
3,False,0.016666666666666666,0.05384760442985292,0.2829351032448377,authentic_opposing_information,100,TSEvo'>
4,True,0.2916666666666667,0.1430392314183206,0.7597962758112093,authentic_opposing_information,100,TSEvo'>
5,False,0.025,0.03740899679699973,0.2027267699115044,authentic_opposing_information,100,TSEvo'>
6,True,0.041666666666666664,0.05883595828313128,0.303470685840708,authentic_opposing_information,100,TSEvo'>
7,False,0.23333333333333334,0.12117642203807724,0.6633997050147493,authentic_opposing_information,100,TSEvo'>
8,False,0.025,0.05570740309345338,0.28069505899705016,authentic_opposing_information,100,TSEvo'>
9,False,0.004166666666666667,0.042317654281289294,0.21601032448377583,authentic_opposing_information,100,TSEvo'>
10,False,0.0125,0.06538611303381422,0.3561854719764012,authentic_opposing_information,100,TSEvo'>
11,False,0.30416666666666664,0.14069142767113682,0.7695842551622419,authentic_opposing_information,100,TSEvo'>
12,True,0.3541666666666667,0.12882528565395793,0.6977627212389381,authentic_opposing_information,100,TSEvo'>
13,True,0.4,0.1385715992047219,0.7451972713864307,authentic_opposing_information,100,TSEvo'>
14,True,0.06666666666666667,0.06532851709130237,0.3319782448377581,authentic_opposing_information,100,TSEvo'>
15,False,0.041666666666666664,0.05558491485807025,0.2766279498525074,authentic_opposing_information,100,TSEvo'>
16,False,0.004166666666666667,0.047555048608688734,0.23644358407079646,authentic_opposing_information,100,TSEvo'>
17,False,0.15833333333333333,0.11390149164092973,0.6018528761061948,authentic_opposing_information,100,TSEvo'>
18,False,0.425,0.13575123725884583,0.7599889380530973,authentic_opposing_information,100,TSEvo'>
19,True,0.45,0.13546503897672266,0.7836780973451328,authentic_opposing_information,100,TSEvo'>
