,Pointing,Relevance Rank,Relevance Mass,AuC,method,tsr,explanation
0,False,0.5155555555555555,0.5162505561612553,0.6573965277777778,GRAD,True,Saliency_PTY'>
1,False,0.10666666666666667,0.07322758312778446,0.2745666666666667,GRAD,True,Saliency_PTY'>
2,False,0.4111111111111111,0.32896887619657,0.6020565972222224,GRAD,True,Saliency_PTY'>
3,False,0.6488888888888888,0.6391081601844442,0.8165440972222222,GRAD,True,Saliency_PTY'>
4,False,0.13111111111111112,0.10397963538598996,0.2860440972222222,GRAD,True,Saliency_PTY'>
5,False,0.61,0.6147006347721603,0.7669812500000001,GRAD,True,Saliency_PTY'>
6,True,0.6688888888888889,0.6353236998290755,0.8263572916666666,GRAD,True,Saliency_PTY'>
7,False,0.11222222222222222,0.0992602552748432,0.24119652777777778,GRAD,True,Saliency_PTY'>
8,False,0.1811111111111111,0.159417193824278,0.3721625,GRAD,True,Saliency_PTY'>
9,False,0.21222222222222223,0.22744027081494658,0.4003114583333333,GRAD,True,Saliency_PTY'>
10,True,0.26555555555555554,0.3327483443710309,0.44789340277777784,GRAD,True,Saliency_PTY'>
11,False,0.3011111111111111,0.3014500803628754,0.5041756944444444,GRAD,True,Saliency_PTY'>
12,False,0.06,0.014623186101855827,0.30311631944444445,GRAD,True,Saliency_PTY'>
13,False,0.28888888888888886,0.2596126389513628,0.44405763888888883,GRAD,True,Saliency_PTY'>
14,True,0.5744444444444444,0.554591806075851,0.7089277777777777,GRAD,True,Saliency_PTY'>
15,False,0.21222222222222223,0.19729206714293873,0.4078767361111111,GRAD,True,Saliency_PTY'>
16,True,0.6377777777777778,0.6119356259372402,0.8043104166666666,GRAD,True,Saliency_PTY'>
17,True,0.6166666666666667,0.6070969597622319,0.740521875,GRAD,True,Saliency_PTY'>
18,False,0.27444444444444444,0.27237553009419396,0.400978125,GRAD,True,Saliency_PTY'>
19,False,0.5844444444444444,0.5736088176798159,0.7209395833333332,GRAD,True,Saliency_PTY'>
