,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,False,0.25,0.18320681201649722,0.5932184523809524,authentic_opposing_information,100,TSEvo'>
1,True,0.285,0.19293752722963653,0.6178970238095237,authentic_opposing_information,100,TSEvo'>
2,True,0.2525,0.1873857273036459,0.6027684523809523,authentic_opposing_information,100,TSEvo'>
3,False,0.265,0.1996066912794071,0.6576601190476191,authentic_opposing_information,100,TSEvo'>
4,False,0.235,0.18620599257508702,0.5935660714285713,authentic_opposing_information,100,TSEvo'>
5,True,0.3075,0.20211861916616125,0.6627053571428572,authentic_opposing_information,100,TSEvo'>
6,True,0.2025,0.17615174653491553,0.5528315476190476,authentic_opposing_information,100,TSEvo'>
7,True,0.25,0.1897347602962578,0.6193482142857143,authentic_opposing_information,100,TSEvo'>
8,True,0.365,0.21336377441962917,0.7078059523809523,authentic_opposing_information,100,TSEvo'>
9,True,0.3325,0.20009825847791515,0.6528577380952381,authentic_opposing_information,100,TSEvo'>
10,False,0.205,0.18950724063856844,0.6241190476190477,authentic_opposing_information,100,TSEvo'>
11,True,0.2925,0.19965776213369257,0.6499702380952381,authentic_opposing_information,100,TSEvo'>
12,True,0.245,0.18458769659569224,0.5952684523809524,authentic_opposing_information,100,TSEvo'>
13,True,0.2675,0.19625479522506062,0.6386214285714286,authentic_opposing_information,100,TSEvo'>
14,True,0.255,0.1873000785295166,0.6005922619047619,authentic_opposing_information,100,TSEvo'>
15,True,0.32,0.2089675680911612,0.7000309523809524,authentic_opposing_information,100,TSEvo'>
16,True,0.2775,0.1958401061104024,0.6390250000000001,authentic_opposing_information,100,TSEvo'>
17,True,0.2825,0.1947836778721567,0.6331785714285715,authentic_opposing_information,100,TSEvo'>
18,False,0.275,0.19182511782440576,0.623332738095238,authentic_opposing_information,100,TSEvo'>
19,True,0.4225,0.2322986267495901,0.7603791666666666,authentic_opposing_information,100,TSEvo'>
