,Pointing,Relevance Rank,Relevance Mass,AuC,method,tsr,explanation
0,False,0.1,0.09249571673674441,0.4814417404129794,SG,True,Saliency_PTY'>
1,False,0.10833333333333334,0.102994137640505,0.5379480088495575,SG,True,Saliency_PTY'>
2,False,0.10833333333333334,0.09988661123619433,0.528209808259587,SG,True,Saliency_PTY'>
3,False,0.10833333333333334,0.09751957411939353,0.5110619469026548,SG,True,Saliency_PTY'>
4,False,0.1125,0.10147055909760778,0.5141574483775811,SG,True,Saliency_PTY'>
5,False,0.0875,0.0936069990238528,0.5259992625368731,SG,True,Saliency_PTY'>
6,False,0.07916666666666666,0.08406098768901556,0.4922363569321533,SG,True,Saliency_PTY'>
7,False,0.10833333333333334,0.08896362726951616,0.49138643067846605,SG,True,Saliency_PTY'>
8,True,0.06666666666666667,0.08543751303625033,0.4994044985250738,SG,True,Saliency_PTY'>
9,False,0.1375,0.11366609635665198,0.5429387905604719,SG,True,Saliency_PTY'>
10,False,0.12083333333333333,0.112161043135057,0.5369339970501475,SG,True,Saliency_PTY'>
11,False,0.09166666666666666,0.09492643146799197,0.5084439528023599,SG,True,Saliency_PTY'>
12,False,0.1125,0.09918333506860344,0.4981194690265487,SG,True,Saliency_PTY'>
13,False,0.13333333333333333,0.10685721291566612,0.5191574483775812,SG,True,Saliency_PTY'>
14,False,0.075,0.08279852438126603,0.4730770648967551,SG,True,Saliency_PTY'>
15,False,0.0625,0.08015946095361341,0.4705438790560472,SG,True,Saliency_PTY'>
16,False,0.05416666666666667,0.07069845152407078,0.464526179941003,SG,True,Saliency_PTY'>
17,False,0.05416666666666667,0.08632677908192694,0.4920169616519175,SG,True,Saliency_PTY'>
18,False,0.09166666666666666,0.08726226175386208,0.4753853244837759,SG,True,Saliency_PTY'>
19,False,0.07916666666666666,0.09131669680344881,0.49766777286135694,SG,True,Saliency_PTY'>
