,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,-0.053117941457485766,True,0.04344329788029457,True,0.047516268742232054,authentic_opposing_information,100,TSEvo'>
1,True,0.12939631844185392,True,0.01073742599628683,True,-0.008000983752488817,authentic_opposing_information,100,TSEvo'>
2,True,0.218153353513897,True,0.17997356202162057,True,0.0689329371440651,authentic_opposing_information,100,TSEvo'>
3,False,-0.003585098776624776,True,-0.1262598225562173,True,-0.14994976616424877,authentic_opposing_information,100,TSEvo'>
4,False,0.02810560752019965,True,-0.24651525668050303,True,0.14290616113111554,authentic_opposing_information,100,TSEvo'>
5,False,-0.1259943694080128,True,-0.3693101561044229,True,0.023344870755937303,authentic_opposing_information,100,TSEvo'>
6,True,-0.02273996022285427,True,-0.2565516742284797,True,0.07972295394978186,authentic_opposing_information,100,TSEvo'>
7,False,0.07881335017785218,True,0.19897695697188195,True,0.029444116643512656,authentic_opposing_information,100,TSEvo'>
8,False,0.17261186163466158,True,0.27295009731672154,True,0.16000088177165064,authentic_opposing_information,100,TSEvo'>
9,False,0.11067329096437512,True,0.18814330789607414,True,0.13249932852964835,authentic_opposing_information,100,TSEvo'>
10,False,0.17154291315941664,True,-0.014836674905227078,True,0.1068491025906629,authentic_opposing_information,100,TSEvo'>
11,False,0.13542710981059375,True,0.1496472119569394,True,-0.056141242667436295,authentic_opposing_information,100,TSEvo'>
12,False,-0.1498424828970863,True,-0.055512788362336106,True,-0.05742273669478634,authentic_opposing_information,100,TSEvo'>
13,False,0.0030952349959712496,True,-0.1323884275681619,True,-0.07861285080687562,authentic_opposing_information,100,TSEvo'>
14,False,0.028681890870537144,True,0.1902996157055922,True,-0.14959971417940443,authentic_opposing_information,100,TSEvo'>
15,False,0.03302955589556702,True,0.16165149794493974,True,0.11789459004908594,authentic_opposing_information,100,TSEvo'>
16,False,0.10559873941019608,True,0.22587968299548156,True,0.349003476019938,authentic_opposing_information,100,TSEvo'>
17,False,0.05377367949473009,True,-0.017410373288074016,True,-0.04456408527494131,authentic_opposing_information,100,TSEvo'>
18,False,-0.09510235189646339,True,0.016377174902100902,True,0.09201338823919075,authentic_opposing_information,100,TSEvo'>
19,False,0.1434872584198555,True,0.15891081132940357,True,0.04473062235229687,authentic_opposing_information,100,TSEvo'>
