,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,-0.3230908236640572,True,-0.023790041849662578,True,-0.7755812098423468,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.06206684252583809,True,-0.0453851290195902,True,-0.09116980819629511,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,0.27668458224181686,True,0.5205515286320841,True,-0.7390093576725466,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,-0.052807234736735195,True,0.05177602394149175,True,-0.7093565855720106,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,-0.14425011623292014,True,-0.036991161295387195,True,-0.07899987295980261,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,-0.22123370954027607,True,-0.5628041306575904,True,-0.6931114102758656,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,-0.10957758228639983,True,-0.07804440713441878,True,0.0790795820863992,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,-0.08099117132011305,True,0.18190112451584295,True,0.16851886106946978,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,-0.06099802809090004,True,-0.23617734067236837,True,-0.7381204946993188,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,0.2694614288616549,True,0.6873689152378554,True,0.617528005157563,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,0.19673840362121509,True,0.04408276600787698,True,0.09105007077939922,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,-0.14719656108034676,True,-0.2380611454533391,True,-0.7465797813891346,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,0.4340551259910702,True,0.7042438539018661,True,0.6636151964073719,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,-0.0512767356764489,True,0.036201514927574854,True,-0.10358504758551923,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,0.015045557923773904,True,-0.09388215862271053,True,0.10438379060688534,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,0.061366600739998944,True,0.08185562419510539,True,0.1275131377845755,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,0.09184825189819304,True,0.6027490884710398,True,0.748724530171122,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,0.06912218260295604,True,0.15257284439262975,True,-0.017289606432329015,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,-0.10192591064937079,True,0.026706283815456415,True,0.027012450366446523,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,0.18645144441451827,True,0.3817101200042673,True,-0.4793068824559085,1000,random,uniform,Lime,10,1,LEFTIST'>
