,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,-0.16841260145732542,True,-0.13711069312684374,True,-0.040628098049965526,mutate_both,100,TSEvo'>
1,False,-0.06958027414427487,True,0.09127157752168079,True,-0.16594258327640868,mutate_both,100,TSEvo'>
2,False,0.03419955666807445,True,0.28474882608337765,True,-0.06477240379949956,mutate_both,100,TSEvo'>
3,False,0.04763416203154295,True,0.12720339953405613,True,-0.16472046052665337,mutate_both,100,TSEvo'>
4,False,-0.028268739469615396,True,0.09282273684441202,True,-0.24525421533991282,mutate_both,100,TSEvo'>
5,False,0.07609628375430089,True,-0.08473558513116344,True,-0.21408618971492752,mutate_both,100,TSEvo'>
6,False,-0.2398321639688842,True,-0.29489717486410516,True,-0.11805397550793559,mutate_both,100,TSEvo'>
7,False,0.10082152307612838,True,0.05485940035211051,True,0.3755392849793858,mutate_both,100,TSEvo'>
8,False,0.11424251970730194,True,-0.21164938050218135,True,-0.2066636297433541,mutate_both,100,TSEvo'>
9,False,0.049995128069082274,True,0.08964167129975857,True,-0.3120020632041932,mutate_both,100,TSEvo'>
10,False,-0.24418394587971234,True,-0.137059003480232,True,0.10323022972564445,mutate_both,100,TSEvo'>
11,False,-0.07219815494979165,True,-0.09637486981190696,True,-0.011168832125594382,mutate_both,100,TSEvo'>
12,False,0.19890937561218736,True,-0.11633578667144631,True,0.22713949876933526,mutate_both,100,TSEvo'>
13,False,-0.05538003810499635,True,-0.2883529658978701,True,0.20250102861029914,mutate_both,100,TSEvo'>
14,False,-0.06129402800045614,True,-0.05991645689635131,True,0.08292063463959305,mutate_both,100,TSEvo'>
15,False,-0.15703323213225528,True,0.03367545273335808,True,0.29478229807329365,mutate_both,100,TSEvo'>
16,False,0.031232873180245844,True,0.2606097143032026,True,0.0967532802960247,mutate_both,100,TSEvo'>
17,False,0.2021295207553943,True,-0.20000617940418328,True,0.11363020306334795,mutate_both,100,TSEvo'>
18,False,0.1694082893748899,True,0.23335162134526588,True,0.29048769559529475,mutate_both,100,TSEvo'>
19,False,0.10955463836095994,True,0.34094205456412735,True,0.03169687362213156,mutate_both,100,TSEvo'>
