,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,-0.012321937573625841,True,0.032229041053804454,True,0.22492911210152372,GRAD,False,Saliency_PTY'>
1,False,0.33281410573798015,True,0.02742728242272379,True,-0.0922320068633522,GRAD,False,Saliency_PTY'>
2,False,0.12038103509959538,True,0.1015270423046018,True,-0.00992341794063489,GRAD,False,Saliency_PTY'>
3,False,-0.3603945281603308,True,-0.3867753138781117,True,-0.035903399614998804,GRAD,False,Saliency_PTY'>
4,False,0.29292560452663224,True,0.14861199092904898,True,0.19168112885157554,GRAD,False,Saliency_PTY'>
5,False,0.111130908531046,True,0.09927545399347663,True,0.20353421066092722,GRAD,False,Saliency_PTY'>
6,False,0.1672598135467192,True,0.02295748296520104,True,-0.0703525351146556,GRAD,False,Saliency_PTY'>
7,False,0.005115209891257072,True,0.015074076513962822,True,0.034658521276698495,GRAD,False,Saliency_PTY'>
8,False,0.12071805856221224,True,-0.05628163632374397,True,-0.018115381933992147,GRAD,False,Saliency_PTY'>
9,False,-0.12366830261134334,True,-0.2941717889785117,True,-0.1780356865623648,GRAD,False,Saliency_PTY'>
10,False,-0.06514089648945055,True,-0.0737971823837679,True,0.028076240714377997,GRAD,False,Saliency_PTY'>
11,False,-0.16727271676048341,True,0.03724537182787273,True,0.13223540856421098,GRAD,False,Saliency_PTY'>
12,False,0.1397860421208129,True,0.1328504220743395,True,-0.07953572716032242,GRAD,False,Saliency_PTY'>
13,False,-0.05375413857734819,True,0.126413857599589,True,-0.040996553603283824,GRAD,False,Saliency_PTY'>
14,False,-0.10117691390556156,True,-0.04338267902104297,True,-0.01790778367956481,GRAD,False,Saliency_PTY'>
15,False,0.12376992706751287,True,0.005942388486445874,True,-0.0031849932647979307,GRAD,False,Saliency_PTY'>
16,False,0.03963763894076283,True,0.24155082521011023,True,-0.16155968255557654,GRAD,False,Saliency_PTY'>
17,False,-0.042488689485824835,True,0.0006769416339390917,True,0.094240144632656,GRAD,False,Saliency_PTY'>
18,False,0.09087114409148218,True,-0.03887621599159881,True,0.12283280513564611,GRAD,False,Saliency_PTY'>
19,False,0.010740286793967916,True,0.19812257856037171,True,-0.07058434226624873,GRAD,False,Saliency_PTY'>
