,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.042513559061789795,True,-0.08505225460338073,True,0.02979470808173461,50,NG,dtw,500,1,NativeGuideCF'>
1,False,-0.0203823258614746,True,0.3230438587647557,True,0.04310364303907305,50,NG,dtw,500,1,NativeGuideCF'>
2,False,0.16533641990503198,True,-0.07820166478374271,True,-0.11975154458839386,50,NG,dtw,500,1,NativeGuideCF'>
3,False,0.11891944806688448,True,0.16209419264684843,True,0.03847359272107167,50,NG,dtw,500,1,NativeGuideCF'>
4,False,-0.11518004889136148,True,-0.303182608954473,True,-0.05534309141841537,50,NG,dtw,500,1,NativeGuideCF'>
5,False,0.07967049529865106,True,0.1877452463862254,True,0.043087099653464946,50,NG,dtw,500,1,NativeGuideCF'>
6,False,0.06591530757963662,True,-0.06768264341999772,True,0.004466829441500288,50,NG,dtw,500,1,NativeGuideCF'>
7,False,-0.17796809458714577,True,-0.12428935641157576,True,0.024760451127437813,50,NG,dtw,500,1,NativeGuideCF'>
8,False,0.13102444834686588,True,-0.0364820856427419,True,0.14587756986288916,50,NG,dtw,500,1,NativeGuideCF'>
9,False,0.011720933465317435,True,0.051902188034027553,True,-0.0622495295242768,50,NG,dtw,500,1,NativeGuideCF'>
10,False,-0.11635411534824892,True,0.047986302484096126,True,-0.015102866870154451,50,NG,dtw,500,1,NativeGuideCF'>
11,False,0.00041914043953374374,True,0.1327987950191777,True,0.03991226010772935,50,NG,dtw,500,1,NativeGuideCF'>
12,False,0.02827970968105323,True,0.010013857672829194,True,0.012082990889179458,50,NG,dtw,500,1,NativeGuideCF'>
13,True,0.010524922095180828,True,0.016238875061296273,True,0.09003422057560868,50,NG,dtw,500,1,NativeGuideCF'>
14,False,-0.0011121007289566723,True,0.16875825329996008,True,-0.024720768842739715,50,NG,dtw,500,1,NativeGuideCF'>
15,False,0.24494950890217293,True,0.0731053475991365,True,-0.18732424254154695,50,NG,dtw,500,1,NativeGuideCF'>
16,False,0.08043800949258025,True,0.04186335902898768,True,-0.01664909035356394,50,NG,dtw,500,1,NativeGuideCF'>
17,False,-0.14359889764342593,True,-0.0033059761808819626,True,0.0063151702884017245,50,NG,dtw,500,1,NativeGuideCF'>
18,False,0.0062922297204065355,True,0.10319393734148673,True,0.00398870014324784,50,NG,dtw,500,1,NativeGuideCF'>
19,False,-0.2041054451025706,True,-0.208294724754632,True,-0.17635377206475947,50,NG,dtw,500,1,NativeGuideCF'>
