,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.03626189394928963,True,-0.02855585567239662,True,-0.008615248684279415,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,False,-0.2753902797537898,True,0.17693358876738483,True,0.008116372704099126,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,-0.04854950491138676,True,0.048388828471555824,True,0.021386726656889635,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,False,-0.0066862161669973465,True,-0.23258395393241835,True,-0.0006810683024904675,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,False,0.012877890138933179,True,-0.35223747318792775,True,-0.12808066565824133,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,0.11483499080518356,True,-0.1387513236780439,True,-0.09003949211923172,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,False,0.019603794855109737,True,0.07833435943250647,True,0.06740309471740837,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,False,0.04469769353160051,True,0.1133281391037491,True,0.20263822870808249,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,False,-0.15884950605288356,True,0.0577253577415988,True,-0.09017740689553105,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,False,-0.024053289441045185,True,-0.00017739431091949175,True,0.08250888354340032,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,-0.18492131451856011,True,-0.13266004154947433,True,-0.04766654918661667,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,False,-0.0028906716633907833,True,0.030148008737220202,True,-0.02093138413241463,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,False,0.04976332251314153,True,0.1354389481680133,True,0.06991626678211757,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,-0.042927990829517884,True,-0.21454386569077571,True,0.07681087552425321,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,False,-0.11118411186918159,True,-0.0903650645998832,True,0.06094591663628587,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,False,-0.09971629515839663,True,-0.45767063212233644,True,0.0956568210887072,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,False,0.0083223554085021,True,0.06874549602547467,True,0.008366141268596198,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,False,0.05031562743150951,True,0.13125771822908466,True,-0.15514350148198364,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,False,0.023894343221088087,True,0.10659758784938982,True,0.008013569407631838,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,False,0.005629850487257137,True,-0.09776890261777751,True,-0.0193201820726056,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
