,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,-0.03704266932600771,True,-0.0028489403641737466,True,0.13689476853322632,SG,False,Saliency_PTY'>
1,True,-0.07795958322712578,True,-0.36781021615684806,True,-0.06345663422041381,SG,False,Saliency_PTY'>
2,False,-0.4173544934482808,True,-0.4441858194209453,True,-0.0781915955014736,SG,False,Saliency_PTY'>
3,False,0.11957087603715381,True,0.026760596130873057,True,-0.046396274078223054,SG,False,Saliency_PTY'>
4,False,0.040016322244289325,True,0.21924305006744757,True,0.03684734457916772,SG,False,Saliency_PTY'>
5,False,0.0021644645458813727,True,-0.14254078241446358,True,-0.13620774545977965,SG,False,Saliency_PTY'>
6,False,-0.22084178411540642,True,-0.1979329687209866,True,-0.3448079183871975,SG,False,Saliency_PTY'>
7,False,-0.029061016172876805,True,-0.21941836595859798,True,0.1540246915066261,SG,False,Saliency_PTY'>
8,False,-0.013326856760990378,True,-0.30464167589185026,True,0.16647953119376824,SG,False,Saliency_PTY'>
9,False,-0.07938765882950152,True,0.28046194073528297,True,-0.20241335581929817,SG,False,Saliency_PTY'>
10,False,0.24318859629706574,True,0.13187022059349407,True,0.06095708886242143,SG,False,Saliency_PTY'>
11,False,0.028563530490517502,True,-0.23618637022909436,True,-0.07636179512176906,SG,False,Saliency_PTY'>
12,True,0.12053674103164598,True,0.12207562694017893,True,-0.01758018278301445,SG,False,Saliency_PTY'>
13,False,-0.03341241528788452,True,0.1303717888952772,True,-0.31738891969876093,SG,False,Saliency_PTY'>
14,False,-0.10931829510011332,True,0.05632532173019859,True,0.07638948470553045,SG,False,Saliency_PTY'>
15,False,-0.055168307831695754,True,-0.17612050161420068,True,-0.12707094385556192,SG,False,Saliency_PTY'>
16,False,0.010019531094584987,True,-0.03529087296845917,True,-0.253772830032599,SG,False,Saliency_PTY'>
17,False,-0.1243165308860698,True,-0.1766014693980688,True,-0.258237049554233,SG,False,Saliency_PTY'>
18,False,-0.010301759742289134,True,-0.019323223105333596,True,-0.4399328636719329,SG,False,Saliency_PTY'>
19,False,0.15804244185037403,True,0.24677019165110783,True,0.13687681373887026,SG,False,Saliency_PTY'>
